"id_municipio","Município","Situação do domicílio","Grupo de idade","rural_pop"
"2101772","Bela Vista do Maranhão (MA)","Rural","Total","57.09"
"2101806","Benedito Leite (MA)","Rural","Total","48.56"
"2101905","Bequimão (MA)","Rural","Total","67.53"
"2101939","Bernardo do Mearim (MA)","Rural","Total","61.24"
"2101970","Boa Vista do Gurupi (MA)","Rural","Total","29.31"
"2102002","Bom Jardim (MA)","Rural","Total","58.04"
"2102036","Bom Jesus das Selvas (MA)","Rural","Total","52.81"
"2102077","Bom Lugar (MA)","Rural","Total","71.78"
"2102101","Brejo (MA)","Rural","Total","63.01"
"2102150","Brejo de Areia (MA)","Rural","Total","48.84"
"2102200","Buriti (MA)","Rural","Total","68.91"
"2102309","Buriti Bravo (MA)","Rural","Total","25.70"
"2102325","Buriticupu (MA)","Rural","Total","45.14"
"2102358","Buritirana (MA)","Rural","Total","71.96"
"2102374","Cachoeira Grande (MA)","Rural","Total","55.10"
"2102408","Cajapió (MA)","Rural","Total","63.32"
"2102507","Cajari (MA)","Rural","Total","76.64"
"2102556","Campestre do Maranhão (MA)","Rural","Total","20.56"
"2102606","Cândido Mendes (MA)","Rural","Total","35.63"
"2102705","Cantanhede (MA)","Rural","Total","36.62"
"2102754","Capinzal do Norte (MA)","Rural","Total","47.56"
"2102804","Carolina (MA)","Rural","Total","32.23"
"2102903","Carutapera (MA)","Rural","Total","26.27"
"2103000","Caxias (MA)","Rural","Total","23.59"
"2103109","Cedral (MA)","Rural","Total","76.72"
"2103125","Central do Maranhão (MA)","Rural","Total","48.19"
"2103158","Centro do Guilherme (MA)","Rural","Total","43.72"
"2103174","Centro Novo do Maranhão (MA)","Rural","Total","68.66"
"2103208","Chapadinha (MA)","Rural","Total","27.90"
"2103257","Cidelândia (MA)","Rural","Total","55.88"
"2103307","Codó (MA)","Rural","Total","31.34"
"2103406","Coelho Neto (MA)","Rural","Total","17.16"
"2103505","Colinas (MA)","Rural","Total","34.64"
"2103554","Conceição do Lago-Açu (MA)","Rural","Total","52.42"
"2103604","Coroatá (MA)","Rural","Total","30.24"
"2103703","Cururupu (MA)","Rural","Total","31.80"
"2103752","Davinópolis (MA)","Rural","Total","16.63"
"2103802","Dom Pedro (MA)","Rural","Total","32.71"
"2103901","Duque Bacelar (MA)","Rural","Total","49.85"
"2104008","Esperantinópolis (MA)","Rural","Total","45.62"
"2104057","Estreito (MA)","Rural","Total","28.06"
"2104073","Feira Nova do Maranhão (MA)","Rural","Total","76.29"
"2104081","Fernando Falcão (MA)","Rural","Total","83.70"
"2104099","Formosa da Serra Negra (MA)","Rural","Total","66.69"
"2104107","Fortaleza dos Nogueiras (MA)","Rural","Total","39.73"
"2104206","Fortuna (MA)","Rural","Total","37.05"
"2104305","Godofredo Viana (MA)","Rural","Total","36.78"
"2104404","Gonçalves Dias (MA)","Rural","Total","55.55"
"2104503","Governador Archer (MA)","Rural","Total","35.03"
"2104552","Governador Edison Lobão (MA)","Rural","Total","56.23"
"2104602","Governador Eugênio Barros (MA)","Rural","Total","70.67"
"2104628","Governador Luiz Rocha (MA)","Rural","Total","29.30"
"2104651","Governador Newton Bello (MA)","Rural","Total","64.00"
"2104677","Governador Nunes Freire (MA)","Rural","Total","37.23"
"2104701","Graça Aranha (MA)","Rural","Total","52.57"
"2104800","Grajaú (MA)","Rural","Total","40.35"
"2104909","Guimarães (MA)","Rural","Total","42.81"
"2105005","Humberto de Campos (MA)","Rural","Total","59.88"
"2105104","Icatu (MA)","Rural","Total","68.92"
"2105153","Igarapé do Meio (MA)","Rural","Total","50.54"
"2105203","Igarapé Grande (MA)","Rural","Total","39.64"
"2105302","Imperatriz (MA)","Rural","Total","5.24"
"2105351","Itaipava do Grajaú (MA)","Rural","Total","69.95"
"2105401","Itapecuru Mirim (MA)","Rural","Total","44.18"
"2105427","Itinga do Maranhão (MA)","Rural","Total","29.05"
"2105450","Jatobá (MA)","Rural","Total","56.13"
"2105476","Jenipapo dos Vieiras (MA)","Rural","Total","83.69"
"2105500","João Lisboa (MA)","Rural","Total","24.75"
"2105609","Joselândia (MA)","Rural","Total","61.38"
"2105658","Junco do Maranhão (MA)","Rural","Total","29.88"
"2105708","Lago da Pedra (MA)","Rural","Total","34.80"
"2105807","Lago do Junco (MA)","Rural","Total","63.53"
"2105906","Lago Verde (MA)","Rural","Total","67.22"
"2105922","Lagoa do Mato (MA)","Rural","Total","59.27"
"2105948","Lago dos Rodrigues (MA)","Rural","Total","37.79"
"2105963","Lagoa Grande do Maranhão (MA)","Rural","Total","47.71"
"2105989","Lajeado Novo (MA)","Rural","Total","53.86"
"2106003","Lima Campos (MA)","Rural","Total","40.53"
"2106102","Loreto (MA)","Rural","Total","44.16"
"2106201","Luís Domingues (MA)","Rural","Total","15.47"
"2106300","Magalhães de Almeida (MA)","Rural","Total","49.04"
"2106326","Maracaçumé (MA)","Rural","Total","17.36"
"2106359","Marajá do Sena (MA)","Rural","Total","85.62"
"2106375","Maranhãozinho (MA)","Rural","Total","35.87"
"2106409","Mata Roma (MA)","Rural","Total","52.92"
"2106508","Matinha (MA)","Rural","Total","59.41"
"2106607","Matões (MA)","Rural","Total","56.04"
"2106631","Matões do Norte (MA)","Rural","Total","66.08"
"2106672","Milagres do Maranhão (MA)","Rural","Total","78.32"
"2106706","Mirador (MA)","Rural","Total","54.17"
"2106755","Miranda do Norte (MA)","Rural","Total","20.09"
"2106805","Mirinzal (MA)","Rural","Total","36.48"
"2106904","Monção (MA)","Rural","Total","62.95"
"2107001","Montes Altos (MA)","Rural","Total","45.54"
"2107100","Morros (MA)","Rural","Total","62.21"
"2107209","Nina Rodrigues (MA)","Rural","Total","64.39"
"2107258","Nova Colinas (MA)","Rural","Total","54.76"
"2107308","Nova Iorque (MA)","Rural","Total","37.34"
"2107357","Nova Olinda do Maranhão (MA)","Rural","Total","38.01"
"2107407","Olho d'Água das Cunhãs (MA)","Rural","Total","48.43"
"2107456","Olinda Nova do Maranhão (MA)","Rural","Total","54.62"
"2107506","Paço do Lumiar (MA)","Rural","Total","25.03"
"2107605","Palmeirândia (MA)","Rural","Total","81.57"
"2107704","Paraibano (MA)","Rural","Total","21.67"
"2107803","Parnarama (MA)","Rural","Total","60.88"
"2107902","Passagem Franca (MA)","Rural","Total","40.42"
"2108009","Pastos Bons (MA)","Rural","Total","31.88"
"2108058","Paulino Neves (MA)","Rural","Total","67.95"
"2108108","Paulo Ramos (MA)","Rural","Total","46.09"
"2108207","Pedreiras (MA)","Rural","Total","16.51"
"2108256","Pedro do Rosário (MA)","Rural","Total","74.09"
"2108306","Penalva (MA)","Rural","Total","51.58"
"2108405","Peri Mirim (MA)","Rural","Total","73.43"
"2108454","Peritoró (MA)","Rural","Total","63.44"
"2108504","Pindaré-Mirim (MA)","Rural","Total","28.04"
"2108603","Pinheiro (MA)","Rural","Total","40.50"
"2108702","Pio XII (MA)","Rural","Total","43.41"
"2108801","Pirapemas (MA)","Rural","Total","36.49"
"2108900","Poção de Pedras (MA)","Rural","Total","57.49"
"2109007","Porto Franco (MA)","Rural","Total","21.66"
"2109056","Porto Rico do Maranhão (MA)","Rural","Total","60.02"
"2109106","Presidente Dutra (MA)","Rural","Total","28.46"
"2109205","Presidente Juscelino (MA)","Rural","Total","64.30"
"2109239","Presidente Médici (MA)","Rural","Total","38.75"
"2109270","Presidente Sarney (MA)","Rural","Total","75.02"
"2109304","Presidente Vargas (MA)","Rural","Total","57.25"
"2109403","Primeira Cruz (MA)","Rural","Total","69.26"
"2109452","Raposa (MA)","Rural","Total","36.66"
"2109502","Riachão (MA)","Rural","Total","49.50"
"2109551","Ribamar Fiquene (MA)","Rural","Total","49.75"
"2109601","Rosário (MA)","Rural","Total","41.25"
"2109700","Sambaíba (MA)","Rural","Total","48.31"
"2109759","Santa Filomena do Maranhão (MA)","Rural","Total","67.53"
"2109809","Santa Helena (MA)","Rural","Total","49.94"
"2109908","Santa Inês (MA)","Rural","Total","5.29"
"2110005","Santa Luzia (MA)","Rural","Total","65.17"
"2110039","Santa Luzia do Paruá (MA)","Rural","Total","44.40"
"2110104","Santa Quitéria do Maranhão (MA)","Rural","Total","51.56"
"2110203","Santa Rita (MA)","Rural","Total","53.92"
"2110237","Santana do Maranhão (MA)","Rural","Total","84.20"
"2110278","Santo Amaro do Maranhão (MA)","Rural","Total","73.73"
"2110302","Santo Antônio dos Lopes (MA)","Rural","Total","59.88"
"2110401","São Benedito do Rio Preto (MA)","Rural","Total","37.92"
"2110500","São Bento (MA)","Rural","Total","42.29"
"2110609","São Bernardo (MA)","Rural","Total","55.43"
"2110658","São Domingos do Azeitão (MA)","Rural","Total","28.96"
"2110708","São Domingos do Maranhão (MA)","Rural","Total","48.48"
"2110807","São Félix de Balsas (MA)","Rural","Total","65.38"
"2110856","São Francisco do Brejão (MA)","Rural","Total","52.87"
"2110906","São Francisco do Maranhão (MA)","Rural","Total","66.21"
"2111003","São João Batista (MA)","Rural","Total","73.17"
"2111029","São João do Carú (MA)","Rural","Total","48.63"
"2111052","São João do Paraíso (MA)","Rural","Total","51.21"
"2111078","São João do Soter (MA)","Rural","Total","61.45"
"2111102","São João dos Patos (MA)","Rural","Total","17.49"
"2111201","São José de Ribamar (MA)","Rural","Total","76.87"
"2111250","São José dos Basílios (MA)","Rural","Total","59.90"
"2111300","São Luís (MA)","Rural","Total","5.55"
"2111409","São Luís Gonzaga do Maranhão (MA)","Rural","Total","60.82"
"2111508","São Mateus do Maranhão (MA)","Rural","Total","26.55"
"2111532","São Pedro da Água Branca (MA)","Rural","Total","10.94"
"2111573","São Pedro dos Crentes (MA)","Rural","Total","44.93"
"2111607","São Raimundo das Mangabeiras (MA)","Rural","Total","28.28"
"2111631","São Raimundo do Doca Bezerra (MA)","Rural","Total","71.58"
"2111672","São Roberto (MA)","Rural","Total","52.24"
"2111706","São Vicente Ferrer (MA)","Rural","Total","73.97"
"2111722","Satubinha (MA)","Rural","Total","69.69"
"2111748","Senador Alexandre Costa (MA)","Rural","Total","39.90"
"2111763","Senador La Rocque (MA)","Rural","Total","51.44"
"2111789","Serrano do Maranhão (MA)","Rural","Total","61.36"
"2111805","Sítio Novo (MA)","Rural","Total","69.77"
"2111904","Sucupira do Norte (MA)","Rural","Total","52.66"
"2111953","Sucupira do Riachão (MA)","Rural","Total","37.96"
"2112001","Tasso Fragoso (MA)","Rural","Total","40.38"
"2112100","Timbiras (MA)","Rural","Total","37.60"
"2112209","Timon (MA)","Rural","Total","13.08"
"2112233","Trizidela do Vale (MA)","Rural","Total","14.68"
"2112274","Tufilândia (MA)","Rural","Total","51.18"
"2112308","Tuntum (MA)","Rural","Total","54.25"
"2112407","Turiaçu (MA)","Rural","Total","67.79"
"2112456","Turilândia (MA)","Rural","Total","54.68"
"2112506","Tutóia (MA)","Rural","Total","64.61"
"2112605","Urbano Santos (MA)","Rural","Total","29.30"
"2112704","Vargem Grande (MA)","Rural","Total","45.99"
"2112803","Viana (MA)","Rural","Total","45.62"
"2112852","Vila Nova dos Martírios (MA)","Rural","Total","45.03"
"2112902","Vitória do Mearim (MA)","Rural","Total","52.55"
"2113009","Vitorino Freire (MA)","Rural","Total","48.90"
"2114007","Zé Doca (MA)","Rural","Total","38.48"
"2200053","Acauã (PI)","Rural","Total","86.65"
"2200103","Agricolândia (PI)","Rural","Total","29.34"
"2200202","Água Branca (PI)","Rural","Total","11.62"
"2200251","Alagoinha do Piauí (PI)","Rural","Total","63.64"
"2200277","Alegrete do Piauí (PI)","Rural","Total","44.94"
"2200301","Alto Longá (PI)","Rural","Total","50.80"
"2200400","Altos (PI)","Rural","Total","29.45"
"2200459","Alvorada do Gurguéia (PI)","Rural","Total","63.39"
"2200509","Amarante (PI)","Rural","Total","48.81"
"2200608","Angical do Piauí (PI)","Rural","Total","21.85"
"2200707","Anísio de Abreu (PI)","Rural","Total","50.51"
"2200806","Antônio Almeida (PI)","Rural","Total","26.82"
"2200905","Aroazes (PI)","Rural","Total","40.65"
"2200954","Aroeiras do Itaim (PI)","Rural","Total","90.25"
"2201002","Arraial (PI)","Rural","Total","48.10"
"2201051","Assunção do Piauí (PI)","Rural","Total","54.98"
"2201101","Avelino Lopes (PI)","Rural","Total","39.33"
"2201150","Baixa Grande do Ribeiro (PI)","Rural","Total","38.31"
"2201176","Barra D'Alcântara (PI)","Rural","Total","47.25"
"2201200","Barras (PI)","Rural","Total","50.67"
"2201309","Barreiras do Piauí (PI)","Rural","Total","42.02"
"2201408","Barro Duro (PI)","Rural","Total","27.52"
"2201507","Batalha (PI)","Rural","Total","62.73"
"2201556","Bela Vista do Piauí (PI)","Rural","Total","67.10"
"2201572","Belém do Piauí (PI)","Rural","Total","51.19"
"2201606","Beneditinos (PI)","Rural","Total","36.83"
"2201705","Bertolínia (PI)","Rural","Total","26.79"
"2201739","Betânia do Piauí (PI)","Rural","Total","72.10"
"2201770","Boa Hora (PI)","Rural","Total","75.79"
"2201804","Bocaina (PI)","Rural","Total","60.04"
"2201903","Bom Jesus (PI)","Rural","Total","22.12"
"2201919","Bom Princípio do Piauí (PI)","Rural","Total","68.82"
"2201929","Bonfim do Piauí (PI)","Rural","Total","69.68"
"2201945","Boqueirão do Piauí (PI)","Rural","Total","56.95"
"2201960","Brasileira (PI)","Rural","Total","56.28"
"2201988","Brejo do Piauí (PI)","Rural","Total","62.96"
"2202000","Buriti dos Lopes (PI)","Rural","Total","46.03"
"2202026","Buriti dos Montes (PI)","Rural","Total","69.64"
"2202059","Cabeceiras do Piauí (PI)","Rural","Total","83.31"
"2202075","Cajazeiras do Piauí (PI)","Rural","Total","66.74"
"2202083","Cajueiro da Praia (PI)","Rural","Total","61.20"
"2202091","Caldeirão Grande do Piauí (PI)","Rural","Total","70.69"
"2202109","Campinas do Piauí (PI)","Rural","Total","66.59"
"2202117","Campo Alegre do Fidalgo (PI)","Rural","Total","73.92"
"2202133","Campo Grande do Piauí (PI)","Rural","Total","71.94"
"2202174","Campo Largo do Piauí (PI)","Rural","Total","78.98"
"2202208","Campo Maior (PI)","Rural","Total","25.80"
"2202251","Canavieira (PI)","Rural","Total","55.67"
"2202307","Canto do Buriti (PI)","Rural","Total","44.41"
"2202406","Capitão de Campos (PI)","Rural","Total","42.05"
"2202455","Capitão Gervásio Oliveira (PI)","Rural","Total","70.04"
"2202505","Caracol (PI)","Rural","Total","60.56"
"2202539","Caraúbas do Piauí (PI)","Rural","Total","82.41"
"2202554","Caridade do Piauí (PI)","Rural","Total","67.28"
"2202604","Castelo do Piauí (PI)","Rural","Total","37.40"
"2202653","Caxingó (PI)","Rural","Total","80.83"
"2202703","Cocal (PI)","Rural","Total","53.83"
"2202711","Cocal de Telha (PI)","Rural","Total","41.06"
"2202729","Cocal dos Alves (PI)","Rural","Total","68.02"
"2202737","Coivaras (PI)","Rural","Total","69.22"
"2202752","Colônia do Gurguéia (PI)","Rural","Total","19.65"
"2202778","Colônia do Piauí (PI)","Rural","Total","64.43"
"2202802","Conceição do Canindé (PI)","Rural","Total","47.20"
"2202851","Coronel José Dias (PI)","Rural","Total","67.17"
"2202901","Corrente (PI)","Rural","Total","38.23"
"2203008","Cristalândia do Piauí (PI)","Rural","Total","62.39"
"2203107","Cristino Castro (PI)","Rural","Total","27.24"
"2203206","Curimatá (PI)","Rural","Total","34.17"
"2203230","Currais (PI)","Rural","Total","80.36"
"2203255","Curralinhos (PI)","Rural","Total","68.18"
"2203271","Curral Novo do Piauí (PI)","Rural","Total","71.68"
"2203305","Demerval Lobão (PI)","Rural","Total","18.11"
"2203354","Dirceu Arcoverde (PI)","Rural","Total","64.51"
"2203404","Dom Expedito Lopes (PI)","Rural","Total","45.62"
"2203420","Domingos Mourão (PI)","Rural","Total","77.53"
"2203453","Dom Inocêncio (PI)","Rural","Total","78.17"
"2203503","Elesbão Veloso (PI)","Rural","Total","30.24"
"2203602","Eliseu Martins (PI)","Rural","Total","18.09"
"2203701","Esperantina (PI)","Rural","Total","38.68"
"2203750","Fartura do Piauí (PI)","Rural","Total","73.03"
"2203800","Flores do Piauí (PI)","Rural","Total","54.49"
"2203859","Floresta do Piauí (PI)","Rural","Total","65.31"
"2203909","Floriano (PI)","Rural","Total","13.38"
"2204006","Francinópolis (PI)","Rural","Total","37.44"
"2204105","Francisco Ayres (PI)","Rural","Total","51.89"
"2204154","Francisco Macedo (PI)","Rural","Total","59.74"
"2204204","Francisco Santos (PI)","Rural","Total","53.69"
"2204303","Fronteiras (PI)","Rural","Total","34.44"
"2204352","Geminiano (PI)","Rural","Total","77.79"
"2204402","Gilbués (PI)","Rural","Total","42.41"
"2204501","Guadalupe (PI)","Rural","Total","4.15"
"2204550","Guaribas (PI)","Rural","Total","71.03"
"2204600","Hugo Napoleão (PI)","Rural","Total","17.85"
"2204659","Ilha Grande (PI)","Rural","Total","16.48"
"2204709","Inhuma (PI)","Rural","Total","50.97"
"2204808","Ipiranga do Piauí (PI)","Rural","Total","38.39"
"2204907","Isaías Coelho (PI)","Rural","Total","77.31"
"2205003","Itainópolis (PI)","Rural","Total","77.23"
"2205102","Itaueira (PI)","Rural","Total","44.29"
"2205151","Jacobina do Piauí (PI)","Rural","Total","82.10"
"2205201","Jaicós (PI)","Rural","Total","52.83"
"2205250","Jardim do Mulato (PI)","Rural","Total","72.55"
"2205276","Jatobá do Piauí (PI)","Rural","Total","80.93"
"2205300","Jerumenha (PI)","Rural","Total","43.76"
"2205359","João Costa (PI)","Rural","Total","76.32"
"2205409","Joaquim Pires (PI)","Rural","Total","69.20"
"2205458","Joca Marques (PI)","Rural","Total","67.12"
"2205508","José de Freitas (PI)","Rural","Total","41.75"
"2205516","Juazeiro do Piauí (PI)","Rural","Total","68.91"
"2205524","Júlio Borges (PI)","Rural","Total","69.89"
"2205532","Jurema (PI)","Rural","Total","80.83"
"2205540","Lagoinha do Piauí (PI)","Rural","Total","40.44"
"2205557","Lagoa Alegre (PI)","Rural","Total","62.01"
"2205565","Lagoa do Barro do Piauí (PI)","Rural","Total","78.02"
"2205573","Lagoa de São Francisco (PI)","Rural","Total","67.42"
"2205581","Lagoa do Piauí (PI)","Rural","Total","56.72"
"2205599","Lagoa do Sítio (PI)","Rural","Total","64.47"
"2205607","Landri Sales (PI)","Rural","Total","25.07"
"2205706","Luís Correia (PI)","Rural","Total","55.48"
"2205805","Luzilândia (PI)","Rural","Total","46.33"
"2205854","Madeiro (PI)","Rural","Total","56.96"
"2205904","Manoel Emídio (PI)","Rural","Total","36.41"
"2205953","Marcolândia (PI)","Rural","Total","14.14"
"2206001","Marcos Parente (PI)","Rural","Total","13.71"
"2206050","Massapê do Piauí (PI)","Rural","Total","84.95"
"2206100","Matias Olímpio (PI)","Rural","Total","54.21"
"2206209","Miguel Alves (PI)","Rural","Total","66.83"
"2206308","Miguel Leão (PI)","Rural","Total","31.21"
"2206357","Milton Brandão (PI)","Rural","Total","74.87"
"2206407","Monsenhor Gil (PI)","Rural","Total","48.62"
"2206506","Monsenhor Hipólito (PI)","Rural","Total","52.85"
