"id_municipio","Município","Situação do domicílio","Grupo de idade","rural_pop"
"3201159","Brejetuba (ES)","Rural","Total","71.33"
"3201209","Cachoeiro de Itapemirim (ES)","Rural","Total","8.58"
"3201308","Cariacica (ES)","Rural","Total","3.18"
"3201407","Castelo (ES)","Rural","Total","37.21"
"3201506","Colatina (ES)","Rural","Total","11.98"
"3201605","Conceição da Barra (ES)","Rural","Total","20.65"
"3201704","Conceição do Castelo (ES)","Rural","Total","49.51"
"3201803","Divino de São Lourenço (ES)","Rural","Total","61.43"
"3201902","Domingos Martins (ES)","Rural","Total","75.69"
"3202009","Dores do Rio Preto (ES)","Rural","Total","44.55"
"3202108","Ecoporanga (ES)","Rural","Total","36.33"
"3202207","Fundão (ES)","Rural","Total","15.55"
"3202256","Governador Lindenberg (ES)","Rural","Total","61.12"
"3202306","Guaçuí (ES)","Rural","Total","19.57"
"3202405","Guarapari (ES)","Rural","Total","4.52"
"3202454","Ibatiba (ES)","Rural","Total","40.19"
"3202504","Ibiraçu (ES)","Rural","Total","24.26"
"3202553","Ibitirama (ES)","Rural","Total","64.53"
"3202603","Iconha (ES)","Rural","Total","41.89"
"3202652","Irupi (ES)","Rural","Total","62.15"
"3202702","Itaguaçu (ES)","Rural","Total","43.02"
"3202801","Itapemirim (ES)","Rural","Total","37.62"
"3202900","Itarana (ES)","Rural","Total","62.37"
"3203007","Iúna (ES)","Rural","Total","42.84"
"3203056","Jaguaré (ES)","Rural","Total","39.08"
"3203106","Jerônimo Monteiro (ES)","Rural","Total","21.55"
"3203130","João Neiva (ES)","Rural","Total","19.34"
"3203163","Laranja da Terra (ES)","Rural","Total","67.41"
"3203205","Linhares (ES)","Rural","Total","13.97"
"3203304","Mantenópolis (ES)","Rural","Total","36.48"
"3203320","Marataízes (ES)","Rural","Total","19.12"
"3203346","Marechal Floriano (ES)","Rural","Total","47.97"
"3203353","Marilândia (ES)","Rural","Total","49.15"
"3203403","Mimoso do Sul (ES)","Rural","Total","37.33"
"3203502","Montanha (ES)","Rural","Total","24.24"
"3203601","Mucurici (ES)","Rural","Total","36.52"
"3203700","Muniz Freire (ES)","Rural","Total","52.87"
"3203809","Muqui (ES)","Rural","Total","35.34"
"3203908","Nova Venécia (ES)","Rural","Total","33.02"
"3204005","Pancas (ES)","Rural","Total","53.13"
"3204054","Pedro Canário (ES)","Rural","Total","7.32"
"3204104","Pinheiros (ES)","Rural","Total","21.67"
"3204203","Piúma (ES)","Rural","Total","3.72"
"3204252","Ponto Belo (ES)","Rural","Total","19.93"
"3204302","Presidente Kennedy (ES)","Rural","Total","66.65"
"3204351","Rio Bananal (ES)","Rural","Total","61.28"
"3204401","Rio Novo do Sul (ES)","Rural","Total","47.50"
"3204500","Santa Leopoldina (ES)","Rural","Total","77.52"
"3204559","Santa Maria de Jetibá (ES)","Rural","Total","65.48"
"3204609","Santa Teresa (ES)","Rural","Total","46.08"
"3204658","São Domingos do Norte (ES)","Rural","Total","57.04"
"3204708","São Gabriel da Palha (ES)","Rural","Total","23.65"
"3204807","São José do Calçado (ES)","Rural","Total","19.77"
"3204906","São Mateus (ES)","Rural","Total","22.46"
"3204955","São Roque do Canaã (ES)","Rural","Total","50.47"
"3205002","Serra (ES)","Rural","Total","0.70"
"3205010","Sooretama (ES)","Rural","Total","29.23"
"3205036","Vargem Alta (ES)","Rural","Total","64.86"
"3205069","Venda Nova do Imigrante (ES)","Rural","Total","27.57"
"3205101","Viana (ES)","Rural","Total","8.26"
"3205150","Vila Pavão (ES)","Rural","Total","65.43"
"3205176","Vila Valério (ES)","Rural","Total","63.54"
"3205200","Vila Velha (ES)","Rural","Total","0.49"
"3205309","Vitória (ES)","Rural","Total","-"
"3300100","Angra dos Reis (RJ)","Rural","Total","3.72"
"3300159","Aperibé (RJ)","Rural","Total","13.07"
"3300209","Araruama (RJ)","Rural","Total","4.93"
"3300225","Areal (RJ)","Rural","Total","13.13"
"3300233","Armação dos Búzios (RJ)","Rural","Total","-"
"3300258","Arraial do Cabo (RJ)","Rural","Total","-"
"3300308","Barra do Piraí (RJ)","Rural","Total","3.03"
"3300407","Barra Mansa (RJ)","Rural","Total","0.89"
"3300456","Belford Roxo (RJ)","Rural","Total","-"
"3300506","Bom Jardim (RJ)","Rural","Total","39.74"
"3300605","Bom Jesus do Itabapoana (RJ)","Rural","Total","15.49"
"3300704","Cabo Frio (RJ)","Rural","Total","24.56"
"3300803","Cachoeiras de Macacu (RJ)","Rural","Total","13.50"
"3300902","Cambuci (RJ)","Rural","Total","23.84"
"3300936","Carapebus (RJ)","Rural","Total","21.09"
"3300951","Comendador Levy Gasparian (RJ)","Rural","Total","3.89"
"3301009","Campos dos Goytacazes (RJ)","Rural","Total","9.71"
"3301108","Cantagalo (RJ)","Rural","Total","29.29"
"3301157","Cardoso Moreira (RJ)","Rural","Total","30.50"
"3301207","Carmo (RJ)","Rural","Total","22.74"
"3301306","Casimiro de Abreu (RJ)","Rural","Total","19.31"
"3301405","Conceição de Macabu (RJ)","Rural","Total","13.55"
"3301504","Cordeiro (RJ)","Rural","Total","2.78"
"3301603","Duas Barras (RJ)","Rural","Total","29.22"
"3301702","Duque de Caxias (RJ)","Rural","Total","0.34"
"3301801","Engenheiro Paulo de Frontin (RJ)","Rural","Total","28.06"
"3301850","Guapimirim (RJ)","Rural","Total","3.29"
"3301876","Iguaba Grande (RJ)","Rural","Total","-"
"3301900","Itaboraí (RJ)","Rural","Total","1.23"
"3302007","Itaguaí (RJ)","Rural","Total","4.48"
"3302056","Italva (RJ)","Rural","Total","27.17"
"3302106","Itaocara (RJ)","Rural","Total","24.34"
"3302205","Itaperuna (RJ)","Rural","Total","7.80"
"3302254","Itatiaia (RJ)","Rural","Total","3.37"
"3302270","Japeri (RJ)","Rural","Total","-"
"3302304","Laje do Muriaé (RJ)","Rural","Total","24.71"
"3302403","Macaé (RJ)","Rural","Total","1.87"
"3302452","Macuco (RJ)","Rural","Total","12.83"
"3302502","Magé (RJ)","Rural","Total","5.32"
"3302601","Mangaratiba (RJ)","Rural","Total","11.89"
"3302700","Maricá (RJ)","Rural","Total","1.62"
"3302809","Mendes (RJ)","Rural","Total","1.30"
"3302858","Mesquita (RJ)","Rural","Total","-"
"3302908","Miguel Pereira (RJ)","Rural","Total","12.75"
"3303005","Miracema (RJ)","Rural","Total","7.83"
"3303104","Natividade (RJ)","Rural","Total","20.13"
"3303203","Nilópolis (RJ)","Rural","Total","-"
"3303302","Niterói (RJ)","Rural","Total","-"
"3303401","Nova Friburgo (RJ)","Rural","Total","12.47"
"3303500","Nova Iguaçu (RJ)","Rural","Total","1.09"
"3303609","Paracambi (RJ)","Rural","Total","11.46"
"3303708","Paraíba do Sul (RJ)","Rural","Total","12.00"
"3303807","Paraty (RJ)","Rural","Total","26.23"
"3303856","Paty do Alferes (RJ)","Rural","Total","29.49"
"3303906","Petrópolis (RJ)","Rural","Total","4.94"
"3303955","Pinheiral (RJ)","Rural","Total","10.16"
"3304003","Piraí (RJ)","Rural","Total","20.82"
"3304102","Porciúncula (RJ)","Rural","Total","21.79"
"3304110","Porto Real (RJ)","Rural","Total","0.57"
"3304128","Quatis (RJ)","Rural","Total","5.97"
"3304144","Queimados (RJ)","Rural","Total","-"
"3304151","Quissamã (RJ)","Rural","Total","35.80"
"3304201","Resende (RJ)","Rural","Total","6.21"
"3304300","Rio Bonito (RJ)","Rural","Total","25.73"
"3304409","Rio Claro (RJ)","Rural","Total","20.98"
"3304508","Rio das Flores (RJ)","Rural","Total","30.39"
"3304524","Rio das Ostras (RJ)","Rural","Total","5.46"
"3304557","Rio de Janeiro (RJ)","Rural","Total","-"
"3304607","Santa Maria Madalena (RJ)","Rural","Total","42.52"
"3304706","Santo Antônio de Pádua (RJ)","Rural","Total","23.38"
"3304755","São Francisco de Itabapoana (RJ)","Rural","Total","49.00"
"3304805","São Fidélis (RJ)","Rural","Total","20.95"
"3304904","São Gonçalo (RJ)","Rural","Total","0.07"
"3305000","São João da Barra (RJ)","Rural","Total","21.54"
"3305109","São João de Meriti (RJ)","Rural","Total","-"
"3305133","São José de Ubá (RJ)","Rural","Total","55.76"
"3305158","São José do Vale do Rio Preto (RJ)","Rural","Total","55.52"
"3305208","São Pedro da Aldeia (RJ)","Rural","Total","6.52"
"3305307","São Sebastião do Alto (RJ)","Rural","Total","48.15"
"3305406","Sapucaia (RJ)","Rural","Total","24.26"
"3305505","Saquarema (RJ)","Rural","Total","5.09"
"3305554","Seropédica (RJ)","Rural","Total","17.78"
"3305604","Silva Jardim (RJ)","Rural","Total","24.49"
"3305703","Sumidouro (RJ)","Rural","Total","63.49"
"3305752","Tanguá (RJ)","Rural","Total","10.75"
"3305802","Teresópolis (RJ)","Rural","Total","10.70"
"3305901","Trajano de Moraes (RJ)","Rural","Total","53.54"
"3306008","Três Rios (RJ)","Rural","Total","2.93"
"3306107","Valença (RJ)","Rural","Total","13.39"
"3306156","Varre-Sai (RJ)","Rural","Total","38.89"
"3306206","Vassouras (RJ)","Rural","Total","32.58"
"3306305","Volta Redonda (RJ)","Rural","Total","0.05"
"3500105","Adamantina (SP)","Rural","Total","5.47"
"3500204","Adolfo (SP)","Rural","Total","10.04"
"3500303","Aguaí (SP)","Rural","Total","9.79"
"3500402","Águas da Prata (SP)","Rural","Total","10.72"
"3500501","Águas de Lindóia (SP)","Rural","Total","0.90"
"3500550","Águas de Santa Bárbara (SP)","Rural","Total","23.96"
"3500600","Águas de São Pedro (SP)","Rural","Total","-"
"3500709","Agudos (SP)","Rural","Total","4.43"
"3500758","Alambari (SP)","Rural","Total","24.82"
"3500808","Alfredo Marcondes (SP)","Rural","Total","16.35"
"3500907","Altair (SP)","Rural","Total","20.79"
"3501004","Altinópolis (SP)","Rural","Total","12.63"
"3501103","Alto Alegre (SP)","Rural","Total","21.16"
"3501152","Alumínio (SP)","Rural","Total","16.13"
"3501202","Álvares Florence (SP)","Rural","Total","32.05"
"3501301","Álvares Machado (SP)","Rural","Total","9.91"
"3501400","Álvaro de Carvalho (SP)","Rural","Total","36.52"
"3501509","Alvinlândia (SP)","Rural","Total","10.23"
"3501608","Americana (SP)","Rural","Total","0.47"
"3501707","Américo Brasiliense (SP)","Rural","Total","0.76"
"3501806","Américo de Campos (SP)","Rural","Total","16.09"
"3501905","Amparo (SP)","Rural","Total","21.29"
"3502002","Analândia (SP)","Rural","Total","20.61"
"3502101","Andradina (SP)","Rural","Total","6.66"
"3502200","Angatuba (SP)","Rural","Total","28.17"
"3502309","Anhembi (SP)","Rural","Total","24.45"
"3502408","Anhumas (SP)","Rural","Total","18.16"
"3502507","Aparecida (SP)","Rural","Total","1.45"
"3502606","Aparecida d'Oeste (SP)","Rural","Total","18.09"
"3502705","Apiaí (SP)","Rural","Total","27.68"
"3502754","Araçariguama (SP)","Rural","Total","-"
"3502804","Araçatuba (SP)","Rural","Total","1.93"
"3502903","Araçoiaba da Serra (SP)","Rural","Total","31.26"
"3503000","Aramina (SP)","Rural","Total","6.52"
"3503109","Arandu (SP)","Rural","Total","24.64"
"3503158","Arapeí (SP)","Rural","Total","24.79"
"3503208","Araraquara (SP)","Rural","Total","2.84"
"3503307","Araras (SP)","Rural","Total","5.38"
"3503356","Arco-Íris (SP)","Rural","Total","43.01"
"3503406","Arealva (SP)","Rural","Total","21.23"
"3503505","Areias (SP)","Rural","Total","32.95"
"3503604","Areiópolis (SP)","Rural","Total","11.14"
"3503703","Ariranha (SP)","Rural","Total","5.30"
"3503802","Artur Nogueira (SP)","Rural","Total","9.46"
"3503901","Arujá (SP)","Rural","Total","3.99"
"3503950","Aspásia (SP)","Rural","Total","30.51"
"3504008","Assis (SP)","Rural","Total","4.36"
"3504107","Atibaia (SP)","Rural","Total","8.98"
"3504206","Auriflama (SP)","Rural","Total","8.83"
"3504305","Avaí (SP)","Rural","Total","32.85"
"3504404","Avanhandava (SP)","Rural","Total","15.45"
"3504503","Avaré (SP)","Rural","Total","4.27"
"3504602","Bady Bassitt (SP)","Rural","Total","6.46"
"3504701","Balbinos (SP)","Rural","Total","67.83"
"3504800","Bálsamo (SP)","Rural","Total","8.41"
"3504909","Bananal (SP)","Rural","Total","20.21"
"3505005","Barão de Antonina (SP)","Rural","Total","38.61"
"3505104","Barbosa (SP)","Rural","Total","15.44"
"3505203","Bariri (SP)","Rural","Total","5.12"
"3505302","Barra Bonita (SP)","Rural","Total","2.10"
"3505351","Barra do Chapéu (SP)","Rural","Total","70.56"
"3505401","Barra do Turvo (SP)","Rural","Total","58.93"
"3505500","Barretos (SP)","Rural","Total","3.05"
"3505609","Barrinha (SP)","Rural","Total","1.11"
"3505708","Barueri (SP)","Rural","Total","-"
"3505807","Bastos (SP)","Rural","Total","13.88"
"3505906","Batatais (SP)","Rural","Total","11.56"
"3506003","Bauru (SP)","Rural","Total","1.67"
"3506102","Bebedouro (SP)","Rural","Total","4.71"
"3506201","Bento de Abreu (SP)","Rural","Total","8.60"
"3506300","Bernardino de Campos (SP)","Rural","Total","10.37"
"3506359","Bertioga (SP)","Rural","Total","1.63"
"3506409","Bilac (SP)","Rural","Total","8.04"
"3506508","Birigui (SP)","Rural","Total","2.98"
"3506607","Biritiba Mirim (SP)","Rural","Total","14.17"
"3506706","Boa Esperança do Sul (SP)","Rural","Total","10.71"
"3506805","Bocaina (SP)","Rural","Total","7.86"
"3506904","Bofete (SP)","Rural","Total","36.24"
"3507001","Boituva (SP)","Rural","Total","5.93"
"3507100","Bom Jesus dos Perdões (SP)","Rural","Total","11.83"
"3507159","Bom Sucesso de Itararé (SP)","Rural","Total","31.95"
"3507209","Borá (SP)","Rural","Total","22.11"
"3507308","Boracéia (SP)","Rural","Total","10.33"
"3507407","Borborema (SP)","Rural","Total","9.87"
"3507456","Borebi (SP)","Rural","Total","12.78"
"3507506","Botucatu (SP)","Rural","Total","3.60"
"3507605","Bragança Paulista (SP)","Rural","Total","3.06"
"3507704","Braúna (SP)","Rural","Total","12.57"
"3507753","Brejo Alegre (SP)","Rural","Total","17.99"
"3507803","Brodowski (SP)","Rural","Total","2.42"
"3507902","Brotas (SP)","Rural","Total","13.81"
"3508009","Buri (SP)","Rural","Total","19.24"
"3508108","Buritama (SP)","Rural","Total","5.79"
"3508207","Buritizal (SP)","Rural","Total","18.43"
"3508306","Cabrália Paulista (SP)","Rural","Total","13.47"
"3508405","Cabreúva (SP)","Rural","Total","15.25"
"3508504","Caçapava (SP)","Rural","Total","14.44"
"3508603","Cachoeira Paulista (SP)","Rural","Total","18.34"
"3508702","Caconde (SP)","Rural","Total","31.82"
"3508801","Cafelândia (SP)","Rural","Total","13.13"
"3508900","Caiabu (SP)","Rural","Total","18.59"
"3509007","Caieiras (SP)","Rural","Total","2.48"
"3509106","Caiuá (SP)","Rural","Total","61.70"
"3509205","Cajamar (SP)","Rural","Total","2.01"
"3509254","Cajati (SP)","Rural","Total","26.97"
"3509304","Cajobi (SP)","Rural","Total","6.50"
"3509403","Cajuru (SP)","Rural","Total","11.02"
"3509452","Campina do Monte Alegre (SP)","Rural","Total","15.39"
"3509502","Campinas (SP)","Rural","Total","1.72"
"3509601","Campo Limpo Paulista (SP)","Rural","Total","-"
"3509700","Campos do Jordão (SP)","Rural","Total","0.46"
"3509809","Campos Novos Paulista (SP)","Rural","Total","22.27"
"3509908","Cananéia (SP)","Rural","Total","14.64"
"3509957","Canas (SP)","Rural","Total","7.18"
"3510005","Cândido Mota (SP)","Rural","Total","5.98"
"3510104","Cândido Rodrigues (SP)","Rural","Total","19.30"
"3510153","Canitar (SP)","Rural","Total","5.29"
"3510203","Capão Bonito (SP)","Rural","Total","18.09"
"3510302","Capela do Alto (SP)","Rural","Total","17.17"
"3510401","Capivari (SP)","Rural","Total","5.50"
"3510500","Caraguatatuba (SP)","Rural","Total","4.19"
"3510609","Carapicuíba (SP)","Rural","Total","-"
"3510708","Cardoso (SP)","Rural","Total","9.11"
"3510807","Casa Branca (SP)","Rural","Total","18.20"
"3510906","Cássia dos Coqueiros (SP)","Rural","Total","31.85"
"3511003","Castilho (SP)","Rural","Total","24.53"
"3511102","Catanduva (SP)","Rural","Total","0.80"
"3511201","Catiguá (SP)","Rural","Total","7.83"
"3511300","Cedral (SP)","Rural","Total","20.89"
"3511409","Cerqueira César (SP)","Rural","Total","10.36"
"3511508","Cerquilho (SP)","Rural","Total","5.17"
"3511607","Cesário Lange (SP)","Rural","Total","32.48"
"3511706","Charqueada (SP)","Rural","Total","9.27"
"3511904","Clementina (SP)","Rural","Total","4.69"
"3512001","Colina (SP)","Rural","Total","6.61"
"3512100","Colômbia (SP)","Rural","Total","27.73"
"3512209","Conchal (SP)","Rural","Total","5.51"
"3512308","Conchas (SP)","Rural","Total","18.98"
"3512407","Cordeirópolis (SP)","Rural","Total","10.18"
"3512506","Coroados (SP)","Rural","Total","19.01"
"3512605","Coronel Macedo (SP)","Rural","Total","22.72"
"3512704","Corumbataí (SP)","Rural","Total","45.97"
"3512803","Cosmópolis (SP)","Rural","Total","7.13"
"3512902","Cosmorama (SP)","Rural","Total","31.45"
"3513009","Cotia (SP)","Rural","Total","-"
"3513108","Cravinhos (SP)","Rural","Total","2.49"
"3513207","Cristais Paulista (SP)","Rural","Total","27.15"
"3513306","Cruzália (SP)","Rural","Total","33.60"
"3513405","Cruzeiro (SP)","Rural","Total","2.55"
"3513504","Cubatão (SP)","Rural","Total","-"
"3513603","Cunha (SP)","Rural","Total","44.36"
"3513702","Descalvado (SP)","Rural","Total","10.77"
"3513801","Diadema (SP)","Rural","Total","-"
"3513850","Dirce Reis (SP)","Rural","Total","24.27"
"3513900","Divinolândia (SP)","Rural","Total","33.08"
"3514007","Dobrada (SP)","Rural","Total","2.23"
"3514106","Dois Córregos (SP)","Rural","Total","5.31"
"3514205","Dolcinópolis (SP)","Rural","Total","7.01"
"3514304","Dourado (SP)","Rural","Total","8.60"
"3514403","Dracena (SP)","Rural","Total","7.66"
"3514502","Duartina (SP)","Rural","Total","10.24"
"3514601","Dumont (SP)","Rural","Total","3.55"
"3514700","Echaporã (SP)","Rural","Total","20.35"
"3514809","Eldorado (SP)","Rural","Total","50.79"
"3514908","Elias Fausto (SP)","Rural","Total","20.39"
"3514924","Elisiário (SP)","Rural","Total","8.40"
"3514957","Embaúba (SP)","Rural","Total","14.98"
"3515004","Embu das Artes (SP)","Rural","Total","-"
"3515103","Embu-Guaçu (SP)","Rural","Total","2.67"
"3515129","Emilianópolis (SP)","Rural","Total","17.32"
"3515152","Engenheiro Coelho (SP)","Rural","Total","26.86"
"3515186","Espírito Santo do Pinhal (SP)","Rural","Total","11.12"
"3515194","Espírito Santo do Turvo (SP)","Rural","Total","14.47"
"3515202","Estrela d'Oeste (SP)","Rural","Total","16.78"
"3515301","Estrela do Norte (SP)","Rural","Total","21.03"
"3515350","Euclides da Cunha Paulista (SP)","Rural","Total","36.24"
"3515400","Fartura (SP)","Rural","Total","20.12"
"3515509","Fernandópolis (SP)","Rural","Total","3.06"
"3515608","Fernando Prestes (SP)","Rural","Total","15.11"
"3515657","Fernão (SP)","Rural","Total","45.62"
"3515707","Ferraz de Vasconcelos (SP)","Rural","Total","4.49"
"3515806","Flora Rica (SP)","Rural","Total","19.06"
"3515905","Floreal (SP)","Rural","Total","18.78"
"3516002","Flórida Paulista (SP)","Rural","Total","21.10"
"3516101","Florínea (SP)","Rural","Total","11.21"
"3516200","Franca (SP)","Rural","Total","1.76"
"3516309","Francisco Morato (SP)","Rural","Total","0.17"
"3516408","Franco da Rocha (SP)","Rural","Total","7.87"
"3516507","Gabriel Monteiro (SP)","Rural","Total","16.65"
"3516606","Gália (SP)","Rural","Total","25.47"
"3516705","Garça (SP)","Rural","Total","9.10"
"3516804","Gastão Vidigal (SP)","Rural","Total","10.42"
"3516853","Gavião Peixoto (SP)","Rural","Total","19.10"
"3516903","General Salgado (SP)","Rural","Total","14.86"
"3517000","Getulina (SP)","Rural","Total","22.58"
"3517109","Glicério (SP)","Rural","Total","26.35"
"3517208","Guaiçara (SP)","Rural","Total","9.15"
"3517307","Guaimbê (SP)","Rural","Total","12.63"
"3517406","Guaíra (SP)","Rural","Total","3.60"
"3517505","Guapiaçu (SP)","Rural","Total","11.55"
"3517604","Guapiara (SP)","Rural","Total","59.81"
"3517703","Guará (SP)","Rural","Total","3.20"
"3517802","Guaraçaí (SP)","Rural","Total","21.11"
"3517901","Guaraci (SP)","Rural","Total","10.52"
"3518008","Guarani d'Oeste (SP)","Rural","Total","11.93"
"3518107","Guarantã (SP)","Rural","Total","14.71"
"3518206","Guararapes (SP)","Rural","Total","7.45"
"3518305","Guararema (SP)","Rural","Total","13.95"
"3518404","Guaratinguetá (SP)","Rural","Total","4.74"
"3518503","Guareí (SP)","Rural","Total","42.24"
"3518602","Guariba (SP)","Rural","Total","2.08"
"3518701","Guarujá (SP)","Rural","Total","0.02"
"3518800","Guarulhos (SP)","Rural","Total","-"
"3518859","Guatapará (SP)","Rural","Total","26.56"
"3518909","Guzolândia (SP)","Rural","Total","15.42"
"3519006","Herculândia (SP)","Rural","Total","8.91"
"3519055","Holambra (SP)","Rural","Total","27.57"
"3519071","Hortolândia (SP)","Rural","Total","-"
"3519105","Iacanga (SP)","Rural","Total","12.85"
"3519204","Iacri (SP)","Rural","Total","21.33"
"3519253","Iaras (SP)","Rural","Total","55.51"
"3519303","Ibaté (SP)","Rural","Total","3.99"
"3519402","Ibirá (SP)","Rural","Total","7.81"
"3519501","Ibirarema (SP)","Rural","Total","7.63"
"3519600","Ibitinga (SP)","Rural","Total","3.95"
"3519709","Ibiúna (SP)","Rural","Total","64.99"
"3519808","Icém (SP)","Rural","Total","14.18"
"3519907","Iepê (SP)","Rural","Total","11.21"
"3520004","Igaraçu do Tietê (SP)","Rural","Total","0.54"
"3520103","Igarapava (SP)","Rural","Total","5.69"
"3520202","Igaratá (SP)","Rural","Total","20.68"
"3520301","Iguape (SP)","Rural","Total","14.40"
"3520400","Ilhabela (SP)","Rural","Total","0.68"
"3520426","Ilha Comprida (SP)","Rural","Total","-"
"3520442","Ilha Solteira (SP)","Rural","Total","6.16"
"3520509","Indaiatuba (SP)","Rural","Total","1.01"
"3520608","Indiana (SP)","Rural","Total","14.47"
"3520707","Indiaporã (SP)","Rural","Total","13.43"
"3520806","Inúbia Paulista (SP)","Rural","Total","12.48"
"3520905","Ipaussu (SP)","Rural","Total","5.76"
"3521002","Iperó (SP)","Rural","Total","38.29"
"3521101","Ipeúna (SP)","Rural","Total","13.93"
"3521150","Ipiguá (SP)","Rural","Total","39.57"
"3521200","Iporanga (SP)","Rural","Total","44.15"
"3521309","Ipuã (SP)","Rural","Total","4.14"
"3521408","Iracemápolis (SP)","Rural","Total","2.06"
"3521507","Irapuã (SP)","Rural","Total","10.80"
"3521606","Irapuru (SP)","Rural","Total","29.30"
"3521705","Itaberá (SP)","Rural","Total","32.02"
"3521804","Itaí (SP)","Rural","Total","21.48"
"3521903","Itajobi (SP)","Rural","Total","16.58"
"3522000","Itaju (SP)","Rural","Total","27.26"
"3522109","Itanhaém (SP)","Rural","Total","0.94"
"3522158","Itaoca (SP)","Rural","Total","45.48"
"3522208","Itapecerica da Serra (SP)","Rural","Total","0.83"
"3522307","Itapetininga (SP)","Rural","Total","9.23"
"3522406","Itapeva (SP)","Rural","Total","15.72"
"3522505","Itapevi (SP)","Rural","Total","-"
"3522604","Itapira (SP)","Rural","Total","7.24"
"3522653","Itapirapuã Paulista (SP)","Rural","Total","51.24"
"3522703","Itápolis (SP)","Rural","Total","9.30"
"3522802","Itaporanga (SP)","Rural","Total","24.17"
"3522901","Itapuí (SP)","Rural","Total","4.46"
"3523008","Itapura (SP)","Rural","Total","20.08"
"3523107","Itaquaquecetuba (SP)","Rural","Total","-"
"3523206","Itararé (SP)","Rural","Total","7.64"
"3523305","Itariri (SP)","Rural","Total","36.15"
"3523404","Itatiba (SP)","Rural","Total","15.58"
"3523503","Itatinga (SP)","Rural","Total","9.04"
"3523602","Itirapina (SP)","Rural","Total","9.81"
"3523701","Itirapuã (SP)","Rural","Total","16.66"
"3523800","Itobi (SP)","Rural","Total","9.89"
"3523909","Itu (SP)","Rural","Total","6.41"
"3524006","Itupeva (SP)","Rural","Total","13.16"
"3524105","Ituverava (SP)","Rural","Total","5.85"
"3524204","Jaborandi (SP)","Rural","Total","6.46"
"3524303","Jaboticabal (SP)","Rural","Total","2.98"
"3524402","Jacareí (SP)","Rural","Total","1.38"
"3524501","Jaci (SP)","Rural","Total","13.89"
"3524600","Jacupiranga (SP)","Rural","Total","45.55"
"3524709","Jaguariúna (SP)","Rural","Total","2.88"
"3524808","Jales (SP)","Rural","Total","5.90"
"3524907","Jambeiro (SP)","Rural","Total","52.12"
"3525003","Jandira (SP)","Rural","Total","-"
"3525102","Jardinópolis (SP)","Rural","Total","4.04"
"3525201","Jarinu (SP)","Rural","Total","22.72"
"3525300","Jaú (SP)","Rural","Total","3.13"
"3525409","Jeriquara (SP)","Rural","Total","17.53"
"3525508","Joanópolis (SP)","Rural","Total","-"
"3525607","João Ramalho (SP)","Rural","Total","14.63"
"3525706","José Bonifácio (SP)","Rural","Total","9.40"
"3525805","Júlio Mesquita (SP)","Rural","Total","4.88"
"3525854","Jumirim (SP)","Rural","Total","41.99"
"3525904","Jundiaí (SP)","Rural","Total","4.30"
"3526001","Junqueirópolis (SP)","Rural","Total","17.77"
"3526100","Juquiá (SP)","Rural","Total","36.93"
"3526209","Juquitiba (SP)","Rural","Total","22.61"
"3526308","Lagoinha (SP)","Rural","Total","35.18"
"3526407","Laranjal Paulista (SP)","Rural","Total","10.45"
"3526506","Lavínia (SP)","Rural","Total","51.19"
"3526605","Lavrinhas (SP)","Rural","Total","8.21"
"3526704","Leme (SP)","Rural","Total","2.06"
"3526803","Lençóis Paulista (SP)","Rural","Total","2.24"
"3526902","Limeira (SP)","Rural","Total","2.98"
"3527009","Lindóia (SP)","Rural","Total","-"
"3527108","Lins (SP)","Rural","Total","1.17"
"3527207","Lorena (SP)","Rural","Total","2.86"
"3527256","Lourdes (SP)","Rural","Total","18.05"
"3527306","Louveira (SP)","Rural","Total","3.85"
"3527405","Lucélia (SP)","Rural","Total","13.39"
"3527504","Lucianópolis (SP)","Rural","Total","20.85"
"3527603","Luís Antônio (SP)","Rural","Total","3.41"
"3527702","Luiziânia (SP)","Rural","Total","8.33"
"3527801","Lupércio (SP)","Rural","Total","11.21"
"3527900","Lutécia (SP)","Rural","Total","20.49"
"3528007","Macatuba (SP)","Rural","Total","2.97"
"3528106","Macaubal (SP)","Rural","Total","11.61"
"3528205","Macedônia (SP)","Rural","Total","24.21"
"3528304","Magda (SP)","Rural","Total","17.03"
"3528403","Mairinque (SP)","Rural","Total","19.74"
"3528502","Mairiporã (SP)","Rural","Total","12.58"
"3528601","Manduri (SP)","Rural","Total","13.50"
"3528700","Marabá Paulista (SP)","Rural","Total","55.49"
"3528809","Maracaí (SP)","Rural","Total","9.35"
"3528858","Marapoama (SP)","Rural","Total","16.48"
"3528908","Mariápolis (SP)","Rural","Total","19.89"
"3529005","Marília (SP)","Rural","Total","4.49"
"3529104","Marinópolis (SP)","Rural","Total","20.92"
"3529203","Martinópolis (SP)","Rural","Total","16.01"
"3529302","Matão (SP)","Rural","Total","1.83"
"3529401","Mauá (SP)","Rural","Total","-"
"3529500","Mendonça (SP)","Rural","Total","18.25"
"3529609","Meridiano (SP)","Rural","Total","30.64"
"3529658","Mesópolis (SP)","Rural","Total","22.16"
"3529708","Miguelópolis (SP)","Rural","Total","5.80"
"3529807","Mineiros do Tietê (SP)","Rural","Total","4.47"
"3529906","Miracatu (SP)","Rural","Total","48.59"
"3530003","Mira Estrela (SP)","Rural","Total","33.30"
"3530102","Mirandópolis (SP)","Rural","Total","11.02"
