"id_municipio","Município","Destino do lixo","house_income_BRL"
"2105476","Jenipapo dos Vieiras (MA)","Total","488.09"
"2105500","João Lisboa (MA)","Total","1001.85"
"2105609","Joselândia (MA)","Total","750.43"
"2105658","Junco do Maranhão (MA)","Total","817.72"
"2105708","Lago da Pedra (MA)","Total","910.54"
"2105807","Lago do Junco (MA)","Total","679.02"
"2105906","Lago Verde (MA)","Total","668.34"
"2105922","Lagoa do Mato (MA)","Total","705.16"
"2105948","Lago dos Rodrigues (MA)","Total","842.91"
"2105963","Lagoa Grande do Maranhão (MA)","Total","508.36"
"2105989","Lajeado Novo (MA)","Total","828.35"
"2106003","Lima Campos (MA)","Total","910.21"
"2106102","Loreto (MA)","Total","845.15"
"2106201","Luís Domingues (MA)","Total","811.95"
"2106300","Magalhães de Almeida (MA)","Total","723.04"
"2106326","Maracaçumé (MA)","Total","919.94"
"2106359","Marajá do Sena (MA)","Total","370.48"
"2106375","Maranhãozinho (MA)","Total","732.39"
"2106409","Mata Roma (MA)","Total","663.77"
"2106508","Matinha (MA)","Total","754.23"
"2106607","Matões (MA)","Total","681.76"
"2106631","Matões do Norte (MA)","Total","713.45"
"2106672","Milagres do Maranhão (MA)","Total","592.56"
"2106706","Mirador (MA)","Total","577.04"
"2106755","Miranda do Norte (MA)","Total","1023.43"
"2106805","Mirinzal (MA)","Total","854.92"
"2106904","Monção (MA)","Total","621.81"
"2107001","Montes Altos (MA)","Total","858.38"
"2107100","Morros (MA)","Total","686.06"
"2107209","Nina Rodrigues (MA)","Total","673.85"
"2107258","Nova Colinas (MA)","Total","758.63"
"2107308","Nova Iorque (MA)","Total","909.14"
"2107357","Nova Olinda do Maranhão (MA)","Total","842.78"
"2107407","Olho d'Água das Cunhãs (MA)","Total","798.51"
"2107456","Olinda Nova do Maranhão (MA)","Total","641.94"
"2107506","Paço do Lumiar (MA)","Total","1430.91"
"2107605","Palmeirândia (MA)","Total","535.59"
"2107704","Paraibano (MA)","Total","847.22"
"2107803","Parnarama (MA)","Total","770.55"
"2107902","Passagem Franca (MA)","Total","742.99"
"2108009","Pastos Bons (MA)","Total","838.23"
"2108058","Paulino Neves (MA)","Total","679.46"
"2108108","Paulo Ramos (MA)","Total","789.01"
"2108207","Pedreiras (MA)","Total","1221.62"
"2108256","Pedro do Rosário (MA)","Total","561.32"
"2108306","Penalva (MA)","Total","759.08"
"2108405","Peri Mirim (MA)","Total","643.70"
"2108454","Peritoró (MA)","Total","603.90"
"2108504","Pindaré-Mirim (MA)","Total","969.31"
"2108603","Pinheiro (MA)","Total","1076.22"
"2108702","Pio XII (MA)","Total","794.07"
"2108801","Pirapemas (MA)","Total","668.02"
"2108900","Poção de Pedras (MA)","Total","812.97"
"2109007","Porto Franco (MA)","Total","1543.90"
"2109056","Porto Rico do Maranhão (MA)","Total","703.54"
"2109106","Presidente Dutra (MA)","Total","1193.18"
"2109205","Presidente Juscelino (MA)","Total","554.45"
"2109239","Presidente Médici (MA)","Total","711.24"
"2109270","Presidente Sarney (MA)","Total","646.49"
"2109304","Presidente Vargas (MA)","Total","604.33"
"2109403","Primeira Cruz (MA)","Total","564.24"
"2109452","Raposa (MA)","Total","934.33"
"2109502","Riachão (MA)","Total","808.16"
"2109551","Ribamar Fiquene (MA)","Total","1078.93"
"2109601","Rosário (MA)","Total","956.81"
"2109700","Sambaíba (MA)","Total","871.25"
"2109759","Santa Filomena do Maranhão (MA)","Total","518.10"
"2109809","Santa Helena (MA)","Total","887.71"
"2109908","Santa Inês (MA)","Total","1317.09"
"2110005","Santa Luzia (MA)","Total","750.13"
"2110039","Santa Luzia do Paruá (MA)","Total","1047.74"
"2110104","Santa Quitéria do Maranhão (MA)","Total","764.26"
"2110203","Santa Rita (MA)","Total","868.49"
"2110237","Santana do Maranhão (MA)","Total","629.58"
"2110278","Santo Amaro do Maranhão (MA)","Total","595.80"
"2110302","Santo Antônio dos Lopes (MA)","Total","839.87"
"2110401","São Benedito do Rio Preto (MA)","Total","608.52"
"2110500","São Bento (MA)","Total","774.83"
"2110609","São Bernardo (MA)","Total","768.63"
"2110658","São Domingos do Azeitão (MA)","Total","896.17"
"2110708","São Domingos do Maranhão (MA)","Total","779.28"
"2110807","São Félix de Balsas (MA)","Total","1064.23"
"2110856","São Francisco do Brejão (MA)","Total","860.76"
"2110906","São Francisco do Maranhão (MA)","Total","579.82"
"2111003","São João Batista (MA)","Total","599.46"
"2111029","São João do Carú (MA)","Total","701.97"
"2111052","São João do Paraíso (MA)","Total","850.90"
"2111078","São João do Soter (MA)","Total","600.55"
"2111102","São João dos Patos (MA)","Total","1102.01"
"2111201","São José de Ribamar (MA)","Total","1445.07"
"2111250","São José dos Basílios (MA)","Total","579.68"
"2111300","São Luís (MA)","Total","2290.89"
"2111409","São Luís Gonzaga do Maranhão (MA)","Total","619.99"
"2111508","São Mateus do Maranhão (MA)","Total","941.27"
"2111532","São Pedro da Água Branca (MA)","Total","993.19"
"2111573","São Pedro dos Crentes (MA)","Total","983.72"
"2111607","São Raimundo das Mangabeiras (MA)","Total","1003.75"
"2111631","São Raimundo do Doca Bezerra (MA)","Total","611.09"
"2111672","São Roberto (MA)","Total","627.98"
"2111706","São Vicente Ferrer (MA)","Total","617.06"
"2111722","Satubinha (MA)","Total","562.71"
"2111748","Senador Alexandre Costa (MA)","Total","727.29"
"2111763","Senador La Rocque (MA)","Total","896.57"
"2111789","Serrano do Maranhão (MA)","Total","473.89"
"2111805","Sítio Novo (MA)","Total","711.07"
"2111904","Sucupira do Norte (MA)","Total","728.66"
"2111953","Sucupira do Riachão (MA)","Total","714.20"
"2112001","Tasso Fragoso (MA)","Total","918.43"
"2112100","Timbiras (MA)","Total","629.62"
"2112209","Timon (MA)","Total","1159.23"
"2112233","Trizidela do Vale (MA)","Total","855.17"
"2112274","Tufilândia (MA)","Total","664.03"
"2112308","Tuntum (MA)","Total","722.14"
"2112407","Turiaçu (MA)","Total","634.64"
"2112456","Turilândia (MA)","Total","641.40"
"2112506","Tutóia (MA)","Total","893.86"
"2112605","Urbano Santos (MA)","Total","754.49"
"2112704","Vargem Grande (MA)","Total","594.43"
"2112803","Viana (MA)","Total","838.59"
"2112852","Vila Nova dos Martírios (MA)","Total","920.09"
"2112902","Vitória do Mearim (MA)","Total","873.28"
"2113009","Vitorino Freire (MA)","Total","820.84"
"2114007","Zé Doca (MA)","Total","926.97"
"2200053","Acauã (PI)","Total","637.96"
"2200103","Agricolândia (PI)","Total","728.54"
"2200202","Água Branca (PI)","Total","1019.51"
"2200251","Alagoinha do Piauí (PI)","Total","654.69"
"2200277","Alegrete do Piauí (PI)","Total","832.13"
"2200301","Alto Longá (PI)","Total","774.77"
"2200400","Altos (PI)","Total","986.85"
"2200459","Alvorada do Gurguéia (PI)","Total","753.20"
"2200509","Amarante (PI)","Total","896.25"
"2200608","Angical do Piauí (PI)","Total","906.01"
"2200707","Anísio de Abreu (PI)","Total","797.46"
"2200806","Antônio Almeida (PI)","Total","980.28"
"2200905","Aroazes (PI)","Total","824.56"
"2200954","Aroeiras do Itaim (PI)","Total","693.81"
"2201002","Arraial (PI)","Total","734.23"
"2201051","Assunção do Piauí (PI)","Total","473.09"
"2201101","Avelino Lopes (PI)","Total","802.20"
"2201150","Baixa Grande do Ribeiro (PI)","Total","930.34"
"2201176","Barra D'Alcântara (PI)","Total","647.30"
"2201200","Barras (PI)","Total","883.01"
"2201309","Barreiras do Piauí (PI)","Total","909.90"
"2201408","Barro Duro (PI)","Total","1071.53"
"2201507","Batalha (PI)","Total","739.00"
"2201556","Bela Vista do Piauí (PI)","Total","783.81"
"2201572","Belém do Piauí (PI)","Total","711.01"
"2201606","Beneditinos (PI)","Total","826.36"
"2201705","Bertolínia (PI)","Total","993.68"
"2201739","Betânia do Piauí (PI)","Total","586.52"
"2201770","Boa Hora (PI)","Total","837.20"
"2201804","Bocaina (PI)","Total","1008.43"
"2201903","Bom Jesus (PI)","Total","1506.49"
"2201919","Bom Princípio do Piauí (PI)","Total","765.47"
"2201929","Bonfim do Piauí (PI)","Total","732.39"
"2201945","Boqueirão do Piauí (PI)","Total","948.05"
"2201960","Brasileira (PI)","Total","935.72"
"2201988","Brejo do Piauí (PI)","Total","617.52"
"2202000","Buriti dos Lopes (PI)","Total","804.53"
"2202026","Buriti dos Montes (PI)","Total","782.98"
"2202059","Cabeceiras do Piauí (PI)","Total","761.27"
"2202075","Cajazeiras do Piauí (PI)","Total","739.45"
"2202083","Cajueiro da Praia (PI)","Total","779.12"
"2202091","Caldeirão Grande do Piauí (PI)","Total","811.05"
"2202109","Campinas do Piauí (PI)","Total","664.76"
"2202117","Campo Alegre do Fidalgo (PI)","Total","665.63"
"2202133","Campo Grande do Piauí (PI)","Total","756.24"
"2202174","Campo Largo do Piauí (PI)","Total","675.20"
"2202208","Campo Maior (PI)","Total","1226.34"
"2202251","Canavieira (PI)","Total","737.11"
"2202307","Canto do Buriti (PI)","Total","896.22"
"2202406","Capitão de Campos (PI)","Total","850.34"
"2202455","Capitão Gervásio Oliveira (PI)","Total","583.22"
"2202505","Caracol (PI)","Total","725.32"
"2202539","Caraúbas do Piauí (PI)","Total","528.62"
"2202554","Caridade do Piauí (PI)","Total","651.55"
"2202604","Castelo do Piauí (PI)","Total","883.38"
"2202653","Caxingó (PI)","Total","655.11"
"2202703","Cocal (PI)","Total","699.94"
"2202711","Cocal de Telha (PI)","Total","726.16"
"2202729","Cocal dos Alves (PI)","Total","593.28"
"2202737","Coivaras (PI)","Total","874.97"
"2202752","Colônia do Gurguéia (PI)","Total","914.28"
"2202778","Colônia do Piauí (PI)","Total","907.81"
"2202802","Conceição do Canindé (PI)","Total","818.36"
"2202851","Coronel José Dias (PI)","Total","661.61"
"2202901","Corrente (PI)","Total","1224.55"
"2203008","Cristalândia do Piauí (PI)","Total","687.15"
"2203107","Cristino Castro (PI)","Total","1081.45"
"2203206","Curimatá (PI)","Total","957.89"
"2203230","Currais (PI)","Total","645.35"
"2203255","Curralinhos (PI)","Total","682.17"
"2203271","Curral Novo do Piauí (PI)","Total","712.13"
"2203305","Demerval Lobão (PI)","Total","967.59"
"2203354","Dirceu Arcoverde (PI)","Total","840.05"
"2203404","Dom Expedito Lopes (PI)","Total","924.31"
"2203420","Domingos Mourão (PI)","Total","785.12"
"2203453","Dom Inocêncio (PI)","Total","673.49"
"2203503","Elesbão Veloso (PI)","Total","842.27"
"2203602","Eliseu Martins (PI)","Total","1012.71"
"2203701","Esperantina (PI)","Total","962.68"
"2203750","Fartura do Piauí (PI)","Total","687.39"
"2203800","Flores do Piauí (PI)","Total","686.13"
"2203859","Floresta do Piauí (PI)","Total","732.77"
"2203909","Floriano (PI)","Total","1611.49"
"2204006","Francinópolis (PI)","Total","638.58"
"2204105","Francisco Ayres (PI)","Total","796.39"
"2204154","Francisco Macedo (PI)","Total","969.85"
"2204204","Francisco Santos (PI)","Total","1010.92"
"2204303","Fronteiras (PI)","Total","1110.28"
"2204352","Geminiano (PI)","Total","718.19"
"2204402","Gilbués (PI)","Total","972.26"
"2204501","Guadalupe (PI)","Total","1430.61"
"2204550","Guaribas (PI)","Total","558.01"
"2204600","Hugo Napoleão (PI)","Total","677.96"
"2204659","Ilha Grande (PI)","Total","846.86"
"2204709","Inhuma (PI)","Total","854.10"
"2204808","Ipiranga do Piauí (PI)","Total","911.44"
"2204907","Isaías Coelho (PI)","Total","634.42"
"2205003","Itainópolis (PI)","Total","716.69"
"2205102","Itaueira (PI)","Total","968.85"
"2205151","Jacobina do Piauí (PI)","Total","663.25"
"2205201","Jaicós (PI)","Total","785.84"
"2205250","Jardim do Mulato (PI)","Total","669.84"
"2205276","Jatobá do Piauí (PI)","Total","727.58"
"2205300","Jerumenha (PI)","Total","896.09"
"2205359","João Costa (PI)","Total","668.70"
"2205409","Joaquim Pires (PI)","Total","589.08"
"2205458","Joca Marques (PI)","Total","630.67"
"2205508","José de Freitas (PI)","Total","942.64"
"2205516","Juazeiro do Piauí (PI)","Total","762.50"
"2205524","Júlio Borges (PI)","Total","696.27"
"2205532","Jurema (PI)","Total","615.20"
"2205540","Lagoinha do Piauí (PI)","Total","691.59"
"2205557","Lagoa Alegre (PI)","Total","819.06"
"2205565","Lagoa do Barro do Piauí (PI)","Total","579.90"
"2205573","Lagoa de São Francisco (PI)","Total","627.17"
"2205581","Lagoa do Piauí (PI)","Total","814.52"
"2205599","Lagoa do Sítio (PI)","Total","581.84"
"2205607","Landri Sales (PI)","Total","826.91"
"2205706","Luís Correia (PI)","Total","850.01"
"2205805","Luzilândia (PI)","Total","853.67"
"2205854","Madeiro (PI)","Total","577.80"
"2205904","Manoel Emídio (PI)","Total","762.40"
"2205953","Marcolândia (PI)","Total","1005.44"
"2206001","Marcos Parente (PI)","Total","978.78"
"2206050","Massapê do Piauí (PI)","Total","655.71"
"2206100","Matias Olímpio (PI)","Total","712.36"
"2206209","Miguel Alves (PI)","Total","685.14"
"2206308","Miguel Leão (PI)","Total","1034.95"
"2206357","Milton Brandão (PI)","Total","607.24"
"2206407","Monsenhor Gil (PI)","Total","828.40"
"2206506","Monsenhor Hipólito (PI)","Total","879.11"
"2206605","Monte Alegre do Piauí (PI)","Total","830.93"
"2206654","Morro Cabeça no Tempo (PI)","Total","619.48"
"2206670","Morro do Chapéu do Piauí (PI)","Total","744.26"
"2206696","Murici dos Portelas (PI)","Total","558.49"
"2206704","Nazaré do Piauí (PI)","Total","676.21"
"2206720","Nazária (PI)","Total","788.76"
"2206753","Nossa Senhora de Nazaré (PI)","Total","792.82"
"2206803","Nossa Senhora dos Remédios (PI)","Total","707.93"
"2206902","Novo Oriente do Piauí (PI)","Total","799.66"
"2206951","Novo Santo Antônio (PI)","Total","678.60"
"2207009","Oeiras (PI)","Total","1032.42"
"2207108","Olho D'Água do Piauí (PI)","Total","745.88"
"2207207","Padre Marcos (PI)","Total","682.32"
"2207306","Paes Landim (PI)","Total","792.42"
"2207355","Pajeú do Piauí (PI)","Total","718.47"
"2207405","Palmeira do Piauí (PI)","Total","822.40"
"2207504","Palmeirais (PI)","Total","707.62"
"2207553","Paquetá (PI)","Total","639.13"
"2207603","Parnaguá (PI)","Total","844.42"
"2207702","Parnaíba (PI)","Total","1501.49"
"2207751","Passagem Franca do Piauí (PI)","Total","1092.55"
"2207777","Patos do Piauí (PI)","Total","663.81"
"2207793","Pau D'Arco do Piauí (PI)","Total","486.02"
"2207801","Paulistana (PI)","Total","910.33"
"2207850","Pavussu (PI)","Total","643.21"
"2207900","Pedro II (PI)","Total","851.27"
"2207934","Pedro Laurentino (PI)","Total","568.03"
"2207959","Nova Santa Rita (PI)","Total","629.87"
"2208007","Picos (PI)","Total","1545.27"
"2208106","Pimenteiras (PI)","Total","760.59"
"2208205","Pio IX (PI)","Total","779.57"
"2208304","Piracuruca (PI)","Total","916.88"
"2208403","Piripiri (PI)","Total","1127.51"
"2208502","Porto (PI)","Total","849.53"
"2208551","Porto Alegre do Piauí (PI)","Total","793.91"
"2208601","Prata do Piauí (PI)","Total","712.37"
"2208650","Queimada Nova (PI)","Total","676.98"
"2208700","Redenção do Gurguéia (PI)","Total","898.15"
"2208809","Regeneração (PI)","Total","851.52"
"2208858","Riacho Frio (PI)","Total","535.87"
"2208874","Ribeira do Piauí (PI)","Total","585.82"
"2208908","Ribeiro Gonçalves (PI)","Total","961.01"
"2209005","Rio Grande do Piauí (PI)","Total","702.37"
"2209104","Santa Cruz do Piauí (PI)","Total","929.12"
"2209153","Santa Cruz dos Milagres (PI)","Total","685.53"
"2209203","Santa Filomena (PI)","Total","826.06"
"2209302","Santa Luz (PI)","Total","812.10"
"2209351","Santana do Piauí (PI)","Total","733.39"
"2209377","Santa Rosa do Piauí (PI)","Total","723.75"
"2209401","Santo Antônio de Lisboa (PI)","Total","1041.93"
"2209450","Santo Antônio dos Milagres (PI)","Total","805.45"
"2209500","Santo Inácio do Piauí (PI)","Total","750.65"
"2209559","São Braz do Piauí (PI)","Total","641.45"
"2209609","São Félix do Piauí (PI)","Total","920.55"
"2209658","São Francisco de Assis do Piauí (PI)","Total","524.51"
"2209708","São Francisco do Piauí (PI)","Total","788.17"
"2209757","São Gonçalo do Gurguéia (PI)","Total","790.01"
"2209807","São Gonçalo do Piauí (PI)","Total","712.33"
"2209856","São João da Canabrava (PI)","Total","664.28"
"2209872","São João da Fronteira (PI)","Total","705.86"
"2209906","São João da Serra (PI)","Total","723.49"
"2209955","São João da Varjota (PI)","Total","725.51"
"2209971","São João do Arraial (PI)","Total","609.63"
"2210003","São João do Piauí (PI)","Total","1011.04"
"2210052","São José do Divino (PI)","Total","748.72"
"2210102","São José do Peixe (PI)","Total","673.14"
"2210201","São José do Piauí (PI)","Total","870.02"
"2210300","São Julião (PI)","Total","1014.75"
"2210359","São Lourenço do Piauí (PI)","Total","876.83"
"2210375","São Luis do Piauí (PI)","Total","632.68"
"2210383","São Miguel da Baixa Grande (PI)","Total","711.08"
"2210391","São Miguel do Fidalgo (PI)","Total","656.97"
"2210409","São Miguel do Tapuio (PI)","Total","623.46"
"2210508","São Pedro do Piauí (PI)","Total","799.59"
"2210607","São Raimundo Nonato (PI)","Total","1175.73"
"2210623","Sebastião Barros (PI)","Total","617.65"
"2210631","Sebastião Leal (PI)","Total","675.40"
"2210656","Sigefredo Pacheco (PI)","Total","681.05"
"2210706","Simões (PI)","Total","937.59"
"2210805","Simplício Mendes (PI)","Total","1091.25"
"2210904","Socorro do Piauí (PI)","Total","699.47"
"2210938","Sussuapara (PI)","Total","806.97"
"2210953","Tamboril do Piauí (PI)","Total","602.98"
"2210979","Tanque do Piauí (PI)","Total","758.22"
"2211001","Teresina (PI)","Total","2251.82"
"2211100","União (PI)","Total","829.58"
"2211209","Uruçuí (PI)","Total","1298.57"
"2211308","Valença do Piauí (PI)","Total","1079.52"
"2211357","Várzea Branca (PI)","Total","642.15"
"2211407","Várzea Grande (PI)","Total","723.17"
"2211506","Vera Mendes (PI)","Total","506.45"
"2211605","Vila Nova do Piauí (PI)","Total","664.84"
"2211704","Wall Ferraz (PI)","Total","641.68"
"2300101","Abaiara (CE)","Total","763.96"
"2300150","Acarape (CE)","Total","854.75"
"2300200","Acaraú (CE)","Total","797.33"
"2300309","Acopiara (CE)","Total","811.78"
"2300408","Aiuaba (CE)","Total","652.86"
"2300507","Alcântaras (CE)","Total","857.25"
"2300606","Altaneira (CE)","Total","706.70"
