"id_municipio","Município","Destino do lixo","house_income_BRL"
"2402709","Cerro Corá (RN)","Total","903.63"
"2402808","Coronel Ezequiel (RN)","Total","792.00"
"2402907","Coronel João Pessoa (RN)","Total","763.75"
"2403004","Cruzeta (RN)","Total","1077.38"
"2403103","Currais Novos (RN)","Total","1398.01"
"2403202","Doutor Severiano (RN)","Total","802.54"
"2403251","Parnamirim (RN)","Total","2422.33"
"2403301","Encanto (RN)","Total","927.74"
"2403400","Equador (RN)","Total","840.57"
"2403509","Espírito Santo (RN)","Total","789.79"
"2403608","Extremoz (RN)","Total","1285.80"
"2403707","Felipe Guerra (RN)","Total","990.99"
"2403756","Fernando Pedroza (RN)","Total","796.23"
"2403806","Florânia (RN)","Total","1069.51"
"2403905","Francisco Dantas (RN)","Total","940.34"
"2404002","Frutuoso Gomes (RN)","Total","817.24"
"2404101","Galinhos (RN)","Total","1008.41"
"2404200","Goianinha (RN)","Total","1121.30"
"2404309","Governador Dix-Sept Rosado (RN)","Total","894.11"
"2404408","Grossos (RN)","Total","1033.77"
"2404507","Guamaré (RN)","Total","1257.17"
"2404606","Ielmo Marinho (RN)","Total","700.80"
"2404705","Ipanguaçu (RN)","Total","893.38"
"2404804","Ipueira (RN)","Total","1176.41"
"2404853","Itajá (RN)","Total","1015.54"
"2404903","Itaú (RN)","Total","904.83"
"2405009","Jaçanã (RN)","Total","820.87"
"2405108","Jandaíra (RN)","Total","786.69"
"2405207","Janduís (RN)","Total","923.56"
"2405306","Januário Cicco (RN)","Total","690.98"
"2405405","Japi (RN)","Total","671.66"
"2405504","Jardim de Angicos (RN)","Total","773.11"
"2405603","Jardim de Piranhas (RN)","Total","967.46"
"2405702","Jardim do Seridó (RN)","Total","1200.21"
"2405801","João Câmara (RN)","Total","994.40"
"2405900","João Dias (RN)","Total","531.38"
"2406007","José da Penha (RN)","Total","914.63"
"2406106","Jucurutu (RN)","Total","910.85"
"2406155","Jundiá (RN)","Total","901.43"
"2406205","Lagoa d'Anta (RN)","Total","880.75"
"2406304","Lagoa de Pedras (RN)","Total","719.00"
"2406403","Lagoa de Velhos (RN)","Total","857.90"
"2406502","Lagoa Nova (RN)","Total","764.79"
"2406601","Lagoa Salgada (RN)","Total","759.29"
"2406700","Lajes (RN)","Total","993.05"
"2406809","Lajes Pintadas (RN)","Total","862.18"
"2406908","Lucrécia (RN)","Total","1019.90"
"2407005","Luís Gomes (RN)","Total","845.71"
"2407104","Macaíba (RN)","Total","1051.60"
"2407203","Macau (RN)","Total","1312.88"
"2407252","Major Sales (RN)","Total","869.86"
"2407302","Marcelino Vieira (RN)","Total","815.56"
"2407401","Martins (RN)","Total","912.63"
"2407500","Maxaranguape (RN)","Total","1036.44"
"2407609","Messias Targino (RN)","Total","1078.22"
"2407708","Montanhas (RN)","Total","809.54"
"2407807","Monte Alegre (RN)","Total","858.04"
"2407906","Monte das Gameleiras (RN)","Total","901.69"
"2408003","Mossoró (RN)","Total","1836.89"
"2408102","Natal (RN)","Total","2657.61"
"2408201","Nísia Floresta (RN)","Total","1040.04"
"2408300","Nova Cruz (RN)","Total","940.37"
"2408409","Olho d'Água do Borges (RN)","Total","846.65"
"2408508","Ouro Branco (RN)","Total","1055.07"
"2408607","Paraná (RN)","Total","669.21"
"2408706","Paraú (RN)","Total","1028.97"
"2408805","Parazinho (RN)","Total","832.34"
"2408904","Parelhas (RN)","Total","1142.19"
"2408953","Rio do Fogo (RN)","Total","842.20"
"2409100","Passa e Fica (RN)","Total","876.46"
"2409209","Passagem (RN)","Total","849.91"
"2409308","Patu (RN)","Total","915.19"
"2409332","Santa Maria (RN)","Total","815.49"
"2409407","Pau dos Ferros (RN)","Total","1498.09"
"2409506","Pedra Grande (RN)","Total","781.84"
"2409605","Pedra Preta (RN)","Total","823.81"
"2409704","Pedro Avelino (RN)","Total","967.48"
"2409803","Pedro Velho (RN)","Total","852.02"
"2409902","Pendências (RN)","Total","1037.24"
"2410009","Pilões (RN)","Total","919.58"
"2410108","Poço Branco (RN)","Total","970.23"
"2410207","Portalegre (RN)","Total","911.31"
"2410256","Porto do Mangue (RN)","Total","806.10"
"2410306","Serra Caiada (RN)","Total","785.32"
"2410405","Pureza (RN)","Total","698.00"
"2410504","Rafael Fernandes (RN)","Total","989.04"
"2410603","Rafael Godeiro (RN)","Total","847.57"
"2410702","Riacho da Cruz (RN)","Total","797.45"
"2410801","Riacho de Santana (RN)","Total","780.70"
"2410900","Riachuelo (RN)","Total","907.25"
"2411007","Rodolfo Fernandes (RN)","Total","872.52"
"2411056","Tibau (RN)","Total","1087.77"
"2411106","Ruy Barbosa (RN)","Total","849.63"
"2411205","Santa Cruz (RN)","Total","1065.95"
"2411403","Santana do Matos (RN)","Total","760.64"
"2411429","Santana do Seridó (RN)","Total","1088.93"
"2411502","Santo Antônio (RN)","Total","921.47"
"2411601","São Bento do Norte (RN)","Total","815.46"
"2411700","São Bento do Trairí (RN)","Total","762.32"
"2411809","São Fernando (RN)","Total","999.81"
"2411908","São Francisco do Oeste (RN)","Total","932.29"
"2412005","São Gonçalo do Amarante (RN)","Total","1153.98"
"2412104","São João do Sabugi (RN)","Total","1093.76"
"2412203","São José de Mipibu (RN)","Total","1026.52"
"2412302","São José do Campestre (RN)","Total","853.12"
"2412401","São José do Seridó (RN)","Total","1339.74"
"2412500","São Miguel (RN)","Total","838.11"
"2412559","São Miguel do Gostoso (RN)","Total","855.73"
"2412609","São Paulo do Potengi (RN)","Total","979.06"
"2412708","São Pedro (RN)","Total","963.33"
"2412807","São Rafael (RN)","Total","857.57"
"2412906","São Tomé (RN)","Total","831.11"
"2413003","São Vicente (RN)","Total","958.83"
"2413102","Senador Elói de Souza (RN)","Total","705.12"
"2413201","Senador Georgino Avelino (RN)","Total","871.27"
"2413300","Serra de São Bento (RN)","Total","759.72"
"2413359","Serra do Mel (RN)","Total","866.81"
"2413409","Serra Negra do Norte (RN)","Total","1012.03"
"2413508","Serrinha (RN)","Total","819.06"
"2413557","Serrinha dos Pintos (RN)","Total","799.54"
"2413607","Severiano Melo (RN)","Total","850.55"
"2413706","Sítio Novo (RN)","Total","761.95"
"2413805","Taboleiro Grande (RN)","Total","844.62"
"2413904","Taipu (RN)","Total","869.44"
"2414001","Tangará (RN)","Total","848.02"
"2414100","Tenente Ananias (RN)","Total","916.83"
"2414159","Tenente Laurentino Cruz (RN)","Total","797.29"
"2414209","Tibau do Sul (RN)","Total","1302.27"
"2414308","Timbaúba dos Batistas (RN)","Total","1173.98"
"2414407","Touros (RN)","Total","893.16"
"2414456","Triunfo Potiguar (RN)","Total","881.58"
"2414506","Umarizal (RN)","Total","936.96"
"2414605","Upanema (RN)","Total","743.02"
"2414704","Várzea (RN)","Total","898.24"
"2414753","Venha-Ver (RN)","Total","695.55"
"2414803","Vera Cruz (RN)","Total","926.58"
"2414902","Viçosa (RN)","Total","804.27"
"2415008","Vila Flor (RN)","Total","1044.64"
"2500106","Água Branca (PB)","Total","845.16"
"2500205","Aguiar (PB)","Total","1018.83"
"2500304","Alagoa Grande (PB)","Total","839.81"
"2500403","Alagoa Nova (PB)","Total","813.17"
"2500502","Alagoinha (PB)","Total","941.80"
"2500536","Alcantil (PB)","Total","767.19"
"2500577","Algodão de Jandaíra (PB)","Total","669.34"
"2500601","Alhandra (PB)","Total","781.19"
"2500700","São João do Rio do Peixe (PB)","Total","936.47"
"2500734","Amparo (PB)","Total","695.83"
"2500775","Aparecida (PB)","Total","827.79"
"2500809","Araçagi (PB)","Total","703.35"
"2500908","Arara (PB)","Total","804.70"
"2501005","Araruna (PB)","Total","750.58"
"2501104","Areia (PB)","Total","1055.54"
"2501153","Areia de Baraúnas (PB)","Total","962.04"
"2501203","Areial (PB)","Total","842.22"
"2501302","Aroeiras (PB)","Total","688.90"
"2501351","Assunção (PB)","Total","915.76"
"2501401","Baía da Traição (PB)","Total","748.11"
"2501500","Bananeiras (PB)","Total","842.90"
"2501534","Baraúna (PB)","Total","638.05"
"2501575","Barra de Santana (PB)","Total","701.29"
"2501609","Barra de Santa Rosa (PB)","Total","711.84"
"2501708","Barra de São Miguel (PB)","Total","880.57"
"2501807","Bayeux (PB)","Total","1075.97"
"2501906","Belém (PB)","Total","935.06"
"2502003","Belém do Brejo do Cruz (PB)","Total","762.98"
"2502052","Bernardino Batista (PB)","Total","715.35"
"2502102","Boa Ventura (PB)","Total","931.86"
"2502151","Boa Vista (PB)","Total","1056.87"
"2502201","Bom Jesus (PB)","Total","914.13"
"2502300","Bom Sucesso (PB)","Total","858.29"
"2502409","Bonito de Santa Fé (PB)","Total","925.47"
"2502508","Boqueirão (PB)","Total","982.25"
"2502607","Igaracy (PB)","Total","832.28"
"2502706","Borborema (PB)","Total","834.97"
"2502805","Brejo do Cruz (PB)","Total","978.04"
"2502904","Brejo dos Santos (PB)","Total","889.62"
"2503001","Caaporã (PB)","Total","871.22"
"2503100","Cabaceiras (PB)","Total","878.05"
"2503209","Cabedelo (PB)","Total","2529.78"
"2503308","Cachoeira dos Índios (PB)","Total","880.94"
"2503407","Cacimba de Areia (PB)","Total","815.65"
"2503506","Cacimba de Dentro (PB)","Total","797.45"
"2503555","Cacimbas (PB)","Total","622.12"
"2503605","Caiçara (PB)","Total","882.89"
"2503704","Cajazeiras (PB)","Total","1353.17"
"2503753","Cajazeirinhas (PB)","Total","704.25"
"2503803","Caldas Brandão (PB)","Total","827.90"
"2503902","Camalaú (PB)","Total","682.54"
"2504009","Campina Grande (PB)","Total","1816.52"
"2504033","Capim (PB)","Total","692.65"
"2504074","Caraúbas (PB)","Total","866.87"
"2504108","Carrapateira (PB)","Total","812.82"
"2504157","Casserengue (PB)","Total","602.67"
"2504207","Catingueira (PB)","Total","839.97"
"2504306","Catolé do Rocha (PB)","Total","1173.22"
"2504355","Caturité (PB)","Total","915.96"
"2504405","Conceição (PB)","Total","899.74"
"2504504","Condado (PB)","Total","915.10"
"2504603","Conde (PB)","Total","921.38"
"2504702","Congo (PB)","Total","738.54"
"2504801","Coremas (PB)","Total","903.40"
"2504850","Coxixola (PB)","Total","916.28"
"2504900","Cruz do Espírito Santo (PB)","Total","734.62"
"2505006","Cubati (PB)","Total","759.54"
"2505105","Cuité (PB)","Total","928.28"
"2505204","Cuitegi (PB)","Total","841.87"
"2505238","Cuité de Mamanguape (PB)","Total","748.91"
"2505279","Curral de Cima (PB)","Total","660.75"
"2505303","Curral Velho (PB)","Total","1011.35"
"2505352","Damião (PB)","Total","647.27"
"2505402","Desterro (PB)","Total","769.66"
"2505501","Vista Serrana (PB)","Total","901.24"
"2505600","Diamante (PB)","Total","822.76"
"2505709","Dona Inês (PB)","Total","659.20"
"2505808","Duas Estradas (PB)","Total","787.81"
"2505907","Emas (PB)","Total","919.30"
"2506004","Esperança (PB)","Total","934.61"
"2506103","Fagundes (PB)","Total","780.71"
"2506202","Frei Martinho (PB)","Total","939.92"
"2506251","Gado Bravo (PB)","Total","644.80"
"2506301","Guarabira (PB)","Total","1227.55"
"2506400","Gurinhém (PB)","Total","756.38"
"2506509","Gurjão (PB)","Total","901.64"
"2506608","Ibiara (PB)","Total","767.38"
"2506707","Imaculada (PB)","Total","747.05"
"2506806","Ingá (PB)","Total","861.54"
"2506905","Itabaiana (PB)","Total","929.55"
"2507002","Itaporanga (PB)","Total","1126.85"
"2507101","Itapororoca (PB)","Total","757.81"
"2507200","Itatuba (PB)","Total","809.04"
"2507309","Jacaraú (PB)","Total","765.68"
"2507408","Jericó (PB)","Total","1015.81"
"2507507","João Pessoa (PB)","Total","2613.92"
"2507606","Juarez Távora (PB)","Total","799.63"
"2507705","Juazeirinho (PB)","Total","850.33"
"2507804","Junco do Seridó (PB)","Total","843.34"
"2507903","Juripiranga (PB)","Total","736.04"
"2508000","Juru (PB)","Total","784.38"
"2508109","Lagoa (PB)","Total","705.57"
"2508208","Lagoa de Dentro (PB)","Total","748.73"
"2508307","Lagoa Seca (PB)","Total","1081.36"
"2508406","Lastro (PB)","Total","821.39"
"2508505","Livramento (PB)","Total","681.10"
"2508554","Logradouro (PB)","Total","771.84"
"2508604","Lucena (PB)","Total","855.19"
"2508703","Mãe d'Água (PB)","Total","675.56"
"2508802","Malta (PB)","Total","995.27"
"2508901","Mamanguape (PB)","Total","988.39"
"2509008","Manaíra (PB)","Total","701.49"
"2509057","Marcação (PB)","Total","635.95"
"2509107","Mari (PB)","Total","699.09"
"2509156","Marizópolis (PB)","Total","886.69"
"2509206","Massaranduba (PB)","Total","795.65"
"2509305","Mataraca (PB)","Total","754.63"
"2509339","Matinhas (PB)","Total","697.92"
"2509370","Mato Grosso (PB)","Total","888.27"
"2509396","Maturéia (PB)","Total","746.35"
"2509404","Mogeiro (PB)","Total","677.07"
"2509503","Montadas (PB)","Total","817.82"
"2509602","Monte Horebe (PB)","Total","801.95"
"2509701","Monteiro (PB)","Total","981.85"
"2509800","Mulungu (PB)","Total","776.18"
"2509909","Natuba (PB)","Total","638.61"
"2510006","Nazarezinho (PB)","Total","681.62"
"2510105","Nova Floresta (PB)","Total","810.00"
"2510204","Nova Olinda (PB)","Total","802.43"
"2510303","Nova Palmeira (PB)","Total","852.25"
"2510402","Olho d'Água (PB)","Total","703.81"
"2510501","Olivedos (PB)","Total","744.53"
"2510600","Ouro Velho (PB)","Total","861.61"
"2510659","Parari (PB)","Total","869.40"
"2510709","Passagem (PB)","Total","824.08"
"2510808","Patos (PB)","Total","1454.48"
"2510907","Paulista (PB)","Total","897.88"
"2511004","Pedra Branca (PB)","Total","746.13"
"2511103","Pedra Lavrada (PB)","Total","772.03"
"2511202","Pedras de Fogo (PB)","Total","814.69"
"2511301","Piancó (PB)","Total","968.04"
"2511400","Picuí (PB)","Total","893.80"
"2511509","Pilar (PB)","Total","752.49"
"2511608","Pilões (PB)","Total","918.39"
"2511707","Pilõezinhos (PB)","Total","694.45"
"2511806","Pirpirituba (PB)","Total","837.74"
"2511905","Pitimbu (PB)","Total","700.52"
"2512002","Pocinhos (PB)","Total","853.12"
"2512036","Poço Dantas (PB)","Total","686.15"
"2512077","Poço de José de Moura (PB)","Total","863.41"
"2512101","Pombal (PB)","Total","1113.84"
"2512200","Prata (PB)","Total","887.60"
"2512309","Princesa Isabel (PB)","Total","987.51"
"2512408","Puxinanã (PB)","Total","863.96"
"2512507","Queimadas (PB)","Total","872.17"
"2512606","Quixaba (PB)","Total","944.69"
"2512705","Remígio (PB)","Total","1093.76"
"2512721","Pedro Régis (PB)","Total","651.66"
"2512747","Riachão (PB)","Total","635.98"
"2512754","Riachão do Bacamarte (PB)","Total","815.95"
"2512762","Riachão do Poço (PB)","Total","731.76"
"2512788","Riacho de Santo Antônio (PB)","Total","922.07"
"2512804","Riacho dos Cavalos (PB)","Total","756.18"
"2512903","Rio Tinto (PB)","Total","893.83"
"2513000","Salgadinho (PB)","Total","742.15"
"2513109","Salgado de São Félix (PB)","Total","697.39"
"2513158","Santa Cecília (PB)","Total","685.55"
"2513208","Santa Cruz (PB)","Total","912.18"
"2513307","Santa Helena (PB)","Total","795.61"
"2513356","Santa Inês (PB)","Total","697.03"
"2513406","Santa Luzia (PB)","Total","1086.03"
"2513505","Santana de Mangueira (PB)","Total","561.13"
"2513604","Santana dos Garrotes (PB)","Total","907.67"
"2513653","Joca Claudino (PB)","Total","819.21"
"2513703","Santa Rita (PB)","Total","1001.03"
"2513802","Santa Teresinha (PB)","Total","918.45"
"2513851","Santo André (PB)","Total","930.54"
"2513901","São Bento (PB)","Total","978.77"
"2513927","São Bentinho (PB)","Total","856.53"
"2513943","São Domingos do Cariri (PB)","Total","1002.27"
"2513968","São Domingos (PB)","Total","798.06"
"2513984","São Francisco (PB)","Total","795.59"
"2514008","São João do Cariri (PB)","Total","1011.44"
"2514107","São João do Tigre (PB)","Total","607.25"
"2514206","São José da Lagoa Tapada (PB)","Total","707.10"
"2514305","São José de Caiana (PB)","Total","922.97"
"2514404","São José de Espinharas (PB)","Total","883.55"
"2514453","São José dos Ramos (PB)","Total","676.88"
"2514503","São José de Piranhas (PB)","Total","987.42"
"2514552","São José de Princesa (PB)","Total","805.21"
"2514602","São José do Bonfim (PB)","Total","806.17"
"2514651","São José do Brejo do Cruz (PB)","Total","869.39"
"2514701","São José do Sabugi (PB)","Total","1016.45"
"2514800","São José dos Cordeiros (PB)","Total","688.70"
"2514909","São Mamede (PB)","Total","1007.63"
"2515005","São Miguel de Taipu (PB)","Total","686.01"
"2515104","São Sebastião de Lagoa de Roça (PB)","Total","848.38"
"2515203","São Sebastião do Umbuzeiro (PB)","Total","771.46"
"2515302","Sapé (PB)","Total","809.82"
"2515401","São Vicente do Seridó (PB)","Total","748.79"
"2515500","Serra Branca (PB)","Total","900.82"
"2515609","Serra da Raiz (PB)","Total","878.72"
"2515708","Serra Grande (PB)","Total","752.82"
"2515807","Serra Redonda (PB)","Total","766.09"
"2515906","Serraria (PB)","Total","717.71"
"2515930","Sertãozinho (PB)","Total","796.74"
"2515971","Sobrado (PB)","Total","669.69"
"2516003","Solânea (PB)","Total","902.87"
"2516102","Soledade (PB)","Total","997.94"
"2516151","Sossêgo (PB)","Total","925.82"
"2516201","Sousa (PB)","Total","1321.76"
"2516300","Sumé (PB)","Total","923.52"
"2516409","Tacima (PB)","Total","746.79"
"2516508","Taperoá (PB)","Total","812.38"
"2516607","Tavares (PB)","Total","848.33"
"2516706","Teixeira (PB)","Total","886.58"
"2516755","Tenório (PB)","Total","857.36"
"2516805","Triunfo (PB)","Total","948.31"
"2516904","Uiraúna (PB)","Total","1084.38"
"2517001","Umbuzeiro (PB)","Total","810.37"
"2517100","Várzea (PB)","Total","1138.39"
"2517209","Vieirópolis (PB)","Total","757.50"
"2517407","Zabelê (PB)","Total","755.87"
"2600054","Abreu e Lima (PE)","Total","1094.55"
"2600104","Afogados da Ingazeira (PE)","Total","998.14"
"2600203","Afrânio (PE)","Total","794.30"
"2600302","Agrestina (PE)","Total","795.51"
"2600401","Água Preta (PE)","Total","763.47"
"2600500","Águas Belas (PE)","Total","735.26"
"2600609","Alagoinha (PE)","Total","817.02"
"2600708","Aliança (PE)","Total","823.63"
"2600807","Altinho (PE)","Total","752.70"
"2600906","Amaraji (PE)","Total","826.08"
"2601003","Angelim (PE)","Total","782.40"
"2601052","Araçoiaba (PE)","Total","791.55"
"2601102","Araripina (PE)","Total","984.83"
"2601201","Arcoverde (PE)","Total","1285.02"
"2601300","Barra de Guabiraba (PE)","Total","906.26"
"2601409","Barreiros (PE)","Total","826.51"
"2601508","Belém de Maria (PE)","Total","750.97"
"2601607","Belém do São Francisco (PE)","Total","970.29"
"2601706","Belo Jardim (PE)","Total","1059.85"
"2601805","Betânia (PE)","Total","713.88"
"2601904","Bezerros (PE)","Total","900.21"
"2602001","Bodocó (PE)","Total","801.12"
"2602100","Bom Conselho (PE)","Total","880.70"
"2602209","Bom Jardim (PE)","Total","774.86"
"2602308","Bonito (PE)","Total","774.13"
"2602407","Brejão (PE)","Total","778.47"
"2602506","Brejinho (PE)","Total","779.76"
"2602605","Brejo da Madre de Deus (PE)","Total","816.43"
"2602704","Buenos Aires (PE)","Total","782.57"
"2602803","Buíque (PE)","Total","650.09"
"2602902","Cabo de Santo Agostinho (PE)","Total","1206.66"
"2603009","Cabrobó (PE)","Total","882.46"
"2603108","Cachoeirinha (PE)","Total","833.26"
"2603207","Caetés (PE)","Total","615.37"
"2603306","Calçado (PE)","Total","651.82"
"2603405","Calumbi (PE)","Total","882.25"
"2603454","Camaragibe (PE)","Total","1354.81"
"2603504","Camocim de São Félix (PE)","Total","815.97"
"2603603","Camutanga (PE)","Total","890.64"
"2603702","Canhotinho (PE)","Total","704.76"
"2603801","Capoeiras (PE)","Total","741.66"
"2603900","Carnaíba (PE)","Total","721.03"
"2603926","Carnaubeira da Penha (PE)","Total","722.52"
"2604007","Carpina (PE)","Total","1212.23"
"2604106","Caruaru (PE)","Total","1505.20"
"2604155","Casinhas (PE)","Total","717.18"
"2604205","Catende (PE)","Total","853.60"
"2604304","Cedro (PE)","Total","850.64"
"2604403","Chã de Alegria (PE)","Total","755.31"
"2604502","Chã Grande (PE)","Total","950.87"
"2604601","Condado (PE)","Total","839.97"
"2604700","Correntes (PE)","Total","890.59"
"2604809","Cortês (PE)","Total","774.78"
"2604908","Cumaru (PE)","Total","789.90"
"2605004","Cupira (PE)","Total","848.97"
"2605103","Custódia (PE)","Total","944.26"
"2605152","Dormentes (PE)","Total","866.74"
"2605202","Escada (PE)","Total","922.88"
"2605301","Exu (PE)","Total","772.81"
"2605400","Feira Nova (PE)","Total","796.07"
"2605459","Fernando de Noronha (PE)","Total","3340.19"
"2605509","Ferreiros (PE)","Total","948.09"
"2605608","Flores (PE)","Total","718.12"
"2605707","Floresta (PE)","Total","1103.38"
"2605806","Frei Miguelinho (PE)","Total","817.43"
"2605905","Gameleira (PE)","Total","844.43"
"2606002","Garanhuns (PE)","Total","1411.10"
"2606101","Glória do Goitá (PE)","Total","776.28"
"2606200","Goiana (PE)","Total","1065.22"
"2606309","Granito (PE)","Total","785.64"
"2606408","Gravatá (PE)","Total","1094.54"
"2606507","Iati (PE)","Total","681.78"
"2606606","Ibimirim (PE)","Total","749.43"
"2606705","Ibirajuba (PE)","Total","721.20"
"2606804","Igarassu (PE)","Total","1081.65"
"2606903","Iguaracy (PE)","Total","796.13"
"2607000","Inajá (PE)","Total","739.39"
"2607109","Ingazeira (PE)","Total","808.31"
"2607208","Ipojuca (PE)","Total","1060.84"
"2607307","Ipubi (PE)","Total","793.68"
"2607406","Itacuruba (PE)","Total","946.40"
"2607505","Itaíba (PE)","Total","656.39"
"2607604","Ilha de Itamaracá (PE)","Total","1083.06"
"2607653","Itambé (PE)","Total","860.76"
"2607703","Itapetim (PE)","Total","884.93"
"2607752","Itapissuma (PE)","Total","843.00"
"2607802","Itaquitinga (PE)","Total","907.92"
"2607901","Jaboatão dos Guararapes (PE)","Total","1587.11"
"2607950","Jaqueira (PE)","Total","714.37"
"2608008","Jataúba (PE)","Total","735.07"
"2608057","Jatobá (PE)","Total","1070.66"
"2608107","João Alfredo (PE)","Total","815.43"
"2608206","Joaquim Nabuco (PE)","Total","856.74"
"2608255","Jucati (PE)","Total","641.55"
"2608305","Jupi (PE)","Total","781.96"
"2608404","Jurema (PE)","Total","665.15"
"2608453","Lagoa do Carro (PE)","Total","857.01"
"2608503","Lagoa de Itaenga (PE)","Total","795.79"
"2608602","Lagoa do Ouro (PE)","Total","673.25"
"2608701","Lagoa dos Gatos (PE)","Total","702.07"
"2608750","Lagoa Grande (PE)","Total","827.43"
"2608800","Lajedo (PE)","Total","928.64"
"2608909","Limoeiro (PE)","Total","1102.59"
"2609006","Macaparana (PE)","Total","874.59"
"2609105","Machados (PE)","Total","792.49"
"2609154","Manari (PE)","Total","585.56"
"2609204","Maraial (PE)","Total","719.72"
"2609303","Mirandiba (PE)","Total","735.72"
"2609402","Moreno (PE)","Total","948.26"
"2609501","Nazaré da Mata (PE)","Total","1089.05"
"2609600","Olinda (PE)","Total","1800.82"
"2609709","Orobó (PE)","Total","738.17"
"2609808","Orocó (PE)","Total","678.90"
"2609907","Ouricuri (PE)","Total","868.63"
"2610004","Palmares (PE)","Total","1006.69"
"2610103","Palmeirina (PE)","Total","739.72"
"2610202","Panelas (PE)","Total","708.71"
"2610301","Paranatama (PE)","Total","629.45"
"2610400","Parnamirim (PE)","Total","907.83"
"2610509","Passira (PE)","Total","761.59"
"2610608","Paudalho (PE)","Total","1059.31"
"2610707","Paulista (PE)","Total","1492.18"
"2610806","Pedra (PE)","Total","755.74"
"2610905","Pesqueira (PE)","Total","942.95"
"2611002","Petrolândia (PE)","Total","1060.03"
"2611101","Petrolina (PE)","Total","1637.93"
"2611200","Poção (PE)","Total","661.97"
"2611309","Pombos (PE)","Total","846.31"
"2611408","Primavera (PE)","Total","892.79"
"2611507","Quipapá (PE)","Total","720.65"
"2611533","Quixaba (PE)","Total","700.90"
"2611606","Recife (PE)","Total","2778.29"
"2611705","Riacho das Almas (PE)","Total","847.11"
"2611804","Ribeirão (PE)","Total","954.73"
"2611903","Rio Formoso (PE)","Total","1027.79"
"2612000","Sairé (PE)","Total","847.89"
"2612109","Salgadinho (PE)","Total","719.16"
"2612208","Salgueiro (PE)","Total","1323.02"
"2612307","Saloá (PE)","Total","840.91"
"2612406","Sanharó (PE)","Total","896.05"
"2612455","Santa Cruz (PE)","Total","666.63"
"2612471","Santa Cruz da Baixa Verde (PE)","Total","833.73"
"2612505","Santa Cruz do Capibaribe (PE)","Total","1358.45"
"2612554","Santa Filomena (PE)","Total","632.93"
"2612604","Santa Maria da Boa Vista (PE)","Total","830.12"
"2612703","Santa Maria do Cambucá (PE)","Total","863.93"
"2612802","Santa Terezinha (PE)","Total","801.04"
"2612901","São Benedito do Sul (PE)","Total","763.80"
"2613008","São Bento do Una (PE)","Total","853.04"
"2613107","São Caitano (PE)","Total","861.23"
"2613206","São João (PE)","Total","762.51"
"2613305","São Joaquim do Monte (PE)","Total","674.88"
"2613404","São José da Coroa Grande (PE)","Total","972.66"
"2613503","São José do Belmonte (PE)","Total","873.63"
"2613602","São José do Egito (PE)","Total","938.13"
"2613701","São Lourenço da Mata (PE)","Total","1009.28"
"2613800","São Vicente Férrer (PE)","Total","804.05"
"2613909","Serra Talhada (PE)","Total","1181.35"
"2614006","Serrita (PE)","Total","825.64"
"2614105","Sertânia (PE)","Total","954.87"
"2614204","Sirinhaém (PE)","Total","941.42"
"2614303","Moreilândia (PE)","Total","704.57"
"2614402","Solidão (PE)","Total","754.34"
"2614501","Surubim (PE)","Total","1043.65"
"2614600","Tabira (PE)","Total","852.06"
"2614709","Tacaimbó (PE)","Total","671.39"
"2614808","Tacaratu (PE)","Total","712.27"
"2614857","Tamandaré (PE)","Total","917.50"
"2615003","Taquaritinga do Norte (PE)","Total","1184.14"
"2615102","Terezinha (PE)","Total","699.04"
"2615201","Terra Nova (PE)","Total","760.38"
"2615300","Timbaúba (PE)","Total","1030.93"
"2615409","Toritama (PE)","Total","1351.32"
"2615508","Tracunhaém (PE)","Total","824.55"
"2615607","Trindade (PE)","Total","1019.05"
"2615706","Triunfo (PE)","Total","1153.24"
"2615805","Tupanatinga (PE)","Total","609.19"
"2615904","Tuparetama (PE)","Total","948.39"
"2616001","Venturosa (PE)","Total","795.95"
"2616100","Verdejante (PE)","Total","891.57"
"2616183","Vertente do Lério (PE)","Total","717.36"
"2616209","Vertentes (PE)","Total","1025.89"
"2616308","Vicência (PE)","Total","821.30"
"2616407","Vitória de Santo Antão (PE)","Total","1058.59"
"2616506","Xexéu (PE)","Total","760.24"
"2700102","Água Branca (AL)","Total","785.81"
"2700201","Anadia (AL)","Total","792.50"
"2700300","Arapiraca (AL)","Total","1302.13"
"2700409","Atalaia (AL)","Total","817.79"
"2700508","Barra de Santo Antônio (AL)","Total","848.33"
"2700607","Barra de São Miguel (AL)","Total","1294.21"
"2700706","Batalha (AL)","Total","968.66"
"2700805","Belém (AL)","Total","885.70"
"2700904","Belo Monte (AL)","Total","611.97"
"2701001","Boca da Mata (AL)","Total","898.67"
"2701100","Branquinha (AL)","Total","708.14"
"2701209","Cacimbinhas (AL)","Total","769.65"
"2701308","Cajueiro (AL)","Total","867.10"
"2701357","Campestre (AL)","Total","896.12"
"2701407","Campo Alegre (AL)","Total","865.94"
"2701506","Campo Grande (AL)","Total","631.49"
"2701605","Canapi (AL)","Total","630.50"
"2701704","Capela (AL)","Total","955.13"
"2701803","Carneiros (AL)","Total","692.47"
"2701902","Chã Preta (AL)","Total","756.99"
"2702009","Coité do Nóia (AL)","Total","678.56"
"2702108","Colônia Leopoldina (AL)","Total","803.66"
"2702207","Coqueiro Seco (AL)","Total","920.30"
"2702306","Coruripe (AL)","Total","1004.76"
